Age,Gender,Marital Status,Employment,Income (₹),FD Amount (₹),FD Tenure (yrs),Credit Score,Base Rate (%),BPS Adjustment (%),Base Rate Type
69,Male,Married,Retired,436365,724070,6,664,6.75,0.79,Floating
38,Female,Single,Salaried,524180,808855,2,323,6.75,0.5,Floating
88,Male,Married,Retired,1157677,349520,5,513,6.75,0.62,Floating
49,Male,Married,Salaried,972596,385478,5,884,6.75,0.07,Fixed
70,Female,Single,Retired,944798,720118,9,651,6.75,0.77,Floating
76,Male,Single,Retired,1033440,197278,4,439,6.75,1.0899999999999999,Fixed
86,Male,Single,Retired,1387676,167672,8,404,6.75,1.31,Floating
79,Female,Single,Retired,1927036,394283,7,736,6.75,1.23,Floating
21,Female,Married,Salaried,1664714,494638,7,452,6.75,0.55,Fixed
35,Male,Married,Salaried,492748,335221,1,774,6.75,0.66,Floating
73,Female,Married,Retired,732705,671648,6,565,6.75,1.04,Fixed
41,Female,Married,Salaried,176820,91649,6,673,6.75,0.54,Fixed
83,Male,Single,Retired,1105470,634985,8,372,6.75,0.52,Fixed
30,Female,Single,Salaried,737458,338232,6,760,6.75,0.38,Fixed
79,Female,Married,Retired,990300,976682,8,423,6.75,1.06,Floating
71,Female,Married,Retired,588558,773645,6,673,6.75,1.0899999999999999,Floating
32,Female,Married,Self-Employed,583256,537872,8,560,6.75,0.51,Fixed
86,Male,Single,Retired,229816,487631,5,312,6.75,1.2,Floating
20,Male,Married,Salaried,840395,345440,9,319,6.75,0.37,Floating
54,Male,Married,Salaried,1284466,299968,4,327,6.75,0.14,Fixed
54,Male,Married,Salaried,663022,533216,6,735,6.75,0.03,Floating
20,Male,Married,Salaried,1325818,840872,2,506,6.75,0.57,Fixed
80,Female,Single,Retired,654348,216924,3,722,6.75,1.0,Fixed
52,Male,Single,Salaried,1000343,252956,4,678,6.75,0.24,Fixed
69,Male,Married,Retired,1677782,531166,3,491,6.75,0.72,Fixed
45,Female,Married,Self-Employed,756075,120213,7,828,6.75,0.58,Fixed
35,Female,Single,Salaried,1112539,280732,9,836,6.75,0.11,Floating
53,Female,Single,Salaried,1129856,367636,6,373,6.75,0.14,Fixed
50,Male,Married,Self-Employed,1136413,537235,3,761,6.75,0.25,Floating
81,Female,Married,Retired,1265086,1118507,9,318,6.75,1.38,Fixed
43,Female,Single,Salaried,1123144,485645,1,331,6.75,0.71,Fixed
65,Male,Married,Retired,486511,614538,5,565,6.75,1.06,Floating
57,Male,Single,Salaried,793265,477369,5,538,6.75,0.37,Fixed
34,Female,Married,Salaried,1287811,589881,2,855,6.75,0.42,Floating
57,Male,Married,Salaried,1352307,545319,5,800,6.75,0.17,Floating
24,Male,Married,Salaried,628577,790089,1,392,6.75,0.84,Fixed
74,Male,Single,Retired,1486291,1005935,1,513,6.75,0.6799999999999999,Floating
25,Male,Single,Salaried,761385,455260,4,633,6.75,0.76,Fixed
73,Male,Married,Retired,1166287,390634,6,557,6.75,0.74,Floating
48,Male,Married,Self-Employed,1097596,1211666,2,567,6.75,0.76,Fixed
76,Male,Married,Retired,543467,1011029,5,385,6.75,0.8,Fixed
75,Male,Single,Retired,862866,605434,5,876,6.75,1.48,Fixed
29,Female,Single,Salaried,21918,877857,3,887,6.75,0.92,Floating
65,Female,Single,Retired,803183,989223,4,631,6.75,1.38,Floating
48,Male,Married,Salaried,1616811,434966,2,879,6.75,0.18,Floating
80,Female,Married,Retired,47561,793721,7,480,6.75,0.58,Floating
56,Male,Married,Salaried,565580,554258,3,539,6.75,0.96,Fixed
37,Male,Married,Salaried,769305,563021,6,702,6.75,0.44,Floating
65,Female,Married,Retired,67466,744790,9,684,6.75,1.38,Floating
88,Male,Single,Retired,4528,1030393,7,863,6.75,0.99,Floating
71,Male,Married,Retired,2030108,1339060,4,828,6.75,1.15,Floating
88,Male,Married,Retired,1293438,784367,2,534,6.75,1.26,Fixed
46,Female,Single,Self-Employed,1499787,782294,7,754,6.75,0.53,Fixed
65,Male,Single,Retired,1175142,903428,8,617,6.75,1.44,Floating
73,Male,Married,Retired,1289784,685289,3,716,6.75,0.55,Floating
34,Female,Married,Salaried,840814,582122,7,607,6.75,0.83,Fixed
26,Male,Married,Salaried,1521435,409086,1,561,6.75,0.69,Fixed
51,Male,Married,Salaried,1717001,709512,8,656,6.75,0.33,Fixed
62,Male,Single,Retired,661754,397023,7,870,6.75,0.97,Floating
26,Male,Single,Salaried,876078,541353,6,406,6.75,0.47,Floating
24,Male,Married,Salaried,709862,203750,3,777,6.75,0.04,Fixed
33,Female,Single,Salaried,957235,1148475,4,321,6.75,0.54,Floating
36,Female,Single,Salaried,1370426,184570,8,757,6.75,0.07,Floating
23,Male,Single,Salaried,910615,681885,1,345,6.75,0.52,Fixed
28,Male,Single,Salaried,126565,279777,2,767,6.75,0.22,Fixed
78,Male,Married,Retired,1484866,101183,1,351,6.75,1.33,Floating
59,Male,Married,Salaried,617887,658020,4,765,6.75,0.07,Fixed
30,Male,Married,Self-Employed,1202961,965790,6,398,6.75,0.3,Floating
29,Male,Married,Salaried,1251750,284241,5,480,6.75,0.41,Fixed
37,Male,Married,Self-Employed,786167,692349,6,335,6.75,0.6,Fixed
67,Male,Married,Retired,542247,1056547,2,734,6.75,1.49,Fixed
53,Male,Single,Salaried,760885,1204151,5,829,6.75,0.13,Floating
86,Male,Married,Retired,1798295,433459,1,823,6.75,0.87,Fixed
54,Male,Single,Salaried,525636,504700,6,612,6.75,0.68,Fixed
29,Male,Married,Salaried,449469,554518,4,729,6.75,0.37,Fixed
57,Female,Married,Salaried,1095365,737561,9,516,6.75,0.24,Fixed
71,Male,Married,Retired,893479,467580,3,683,6.75,1.31,Floating
19,Male,Married,Salaried,795048,715881,3,340,6.75,0.19,Floating
67,Male,Married,Retired,548634,503137,9,802,6.75,0.8400000000000001,Floating
58,Male,Single,Salaried,989581,294453,4,319,6.75,0.24,Floating
62,Female,Married,Retired,919285,654980,7,423,6.75,1.46,Fixed
26,Female,Single,Salaried,1668437,348421,2,421,6.75,0.84,Fixed
79,Male,Married,Retired,557024,223088,1,447,6.75,0.96,Floating
64,Female,Married,Retired,756788,522030,1,361,6.75,1.3399999999999999,Floating
22,Male,Single,Salaried,1642161,276107,6,363,6.75,0.68,Floating
18,Male,Married,Salaried,741253,413182,4,516,6.75,0.36,Floating
61,Male,Married,Retired,639140,812395,2,323,6.75,0.71,Fixed
39,Female,Married,Self-Employed,1223359,341867,7,716,6.75,0.36,Floating
55,Male,Married,Salaried,1079230,158781,8,717,6.75,0.52,Floating
36,Female,Married,Salaried,845387,695746,7,673,6.75,0.2,Floating
48,Male,Married,Salaried,1037787,849289,9,586,6.75,0.27,Fixed
84,Male,Married,Retired,1237220,388539,1,822,6.75,1.15,Fixed
59,Female,Married,Salaried,1080389,923550,6,373,6.75,0.72,Floating
43,Female,Single,Salaried,1288491,691171,8,532,6.75,0.46,Floating
30,Female,Married,Salaried,905938,952467,9,673,6.75,0.97,Fixed
75,Female,Single,Retired,485119,233567,8,592,6.75,0.81,Fixed
35,Male,Married,Salaried,1283232,21881,6,838,6.75,0.91,Floating
84,Male,Single,Retired,864491,676333,8,300,6.75,0.77,Floating
20,Male,Single,Salaried,851517,515967,8,746,6.75,0.74,Fixed
72,Male,Married,Retired,1373008,588018,1,310,6.75,1.5,Fixed
75,Female,Single,Retired,1830109,645169,8,635,6.75,1.33,Floating
80,Female,Married,Retired,159883,982020,7,723,6.75,0.98,Fixed
69,Female,Married,Retired,842174,320738,8,777,6.75,0.62,Floating
41,Male,Married,Salaried,961595,1024069,8,839,6.75,0.97,Floating
89,Female,Single,Retired,1054633,363311,6,584,6.75,1.22,Floating
26,Female,Single,Salaried,908921,661441,9,443,6.75,0.84,Floating
54,Male,Married,Salaried,955718,631880,3,618,6.75,0.57,Floating
70,Male,Married,Retired,1183483,277156,1,755,6.75,0.98,Fixed
41,Female,Married,Self-Employed,902519,649460,9,303,6.75,0.08,Fixed
38,Male,Married,Salaried,733657,213911,2,862,6.75,0.06,Fixed
57,Female,Married,Salaried,718939,74790,3,399,6.75,0.58,Fixed
79,Male,Married,Retired,1664098,802052,4,681,6.75,0.69,Floating
87,Male,Married,Retired,1991655,818828,8,381,6.75,1.17,Floating
86,Male,Single,Retired,830900,77441,9,655,6.75,1.46,Floating
31,Male,Married,Self-Employed,841511,429726,3,581,6.75,0.36,Fixed
59,Male,Single,Salaried,1195970,174427,2,750,6.75,0.74,Floating
67,Male,Married,Retired,1066743,695775,2,519,6.75,1.4100000000000001,Fixed
78,Female,Single,Retired,926314,839010,9,344,6.75,1.3399999999999999,Floating
21,Female,Married,Salaried,374989,240589,8,615,6.75,0.08,Fixed
89,Male,Married,Retired,592284,151050,2,830,6.75,1.1800000000000002,Fixed
34,Male,Single,Salaried,1345935,651753,8,404,6.75,0.3,Fixed
74,Male,Single,Retired,860538,683111,4,422,6.75,1.4,Fixed
65,Female,Married,Retired,1983153,242071,6,788,6.75,0.67,Floating
61,Male,Married,Retired,1961710,351663,5,497,6.75,0.72,Fixed
62,Male,Married,Retired,541215,269236,5,547,6.75,0.99,Floating
50,Male,Married,Salaried,1660852,505003,7,568,6.75,0.33,Fixed
48,Female,Married,Salaried,933286,751005,8,867,6.75,0.36,Fixed
64,Male,Married,Retired,1072531,624903,5,409,6.75,0.9199999999999999,Floating
23,Female,Married,Salaried,1351413,665305,4,484,6.75,0.14,Floating
89,Female,Married,Retired,1501280,117497,2,302,6.75,0.6,Fixed
88,Male,Married,Retired,639429,332116,5,627,6.75,0.69,Floating
51,Male,Single,Salaried,2094698,1709370,8,514,6.75,0.53,Floating
70,Male,Married,Retired,1139743,140839,1,588,6.75,0.9,Floating
31,Male,Married,Salaried,11684,250016,6,674,6.75,0.66,Floating
33,Male,Married,Self-Employed,869095,690432,2,397,6.75,0.69,Fixed
60,Male,Married,Retired,2057742,92104,2,580,6.75,1.13,Floating
29,Female,Married,Salaried,704292,201419,8,882,6.75,0.23,Fixed
87,Male,Married,Retired,2144804,1474872,6,416,6.75,1.12,Floating
36,Male,Single,Salaried,1061940,42274,6,455,6.75,0.56,Fixed
58,Male,Single,Salaried,997954,271108,6,636,6.75,0.64,Floating
70,Male,Single,Retired,475481,681705,9,657,6.75,0.75,Fixed
46,Male,Married,Salaried,1308476,166713,3,411,6.75,0.99,Floating
87,Male,Married,Retired,836374,756685,2,329,6.75,1.49,Fixed
76,Male,Single,Retired,990121,582782,5,399,6.75,1.38,Floating
81,Female,Married,Retired,894145,421829,6,701,6.75,0.74,Floating
41,Male,Married,Salaried,1421116,69530,9,685,6.75,0.75,Floating
33,Female,Married,Salaried,897636,506954,9,626,6.75,0.13,Fixed
69,Male,Single,Retired,254513,29562,2,411,6.75,1.42,Floating
23,Female,Married,Salaried,576477,16352,9,358,6.75,0.22,Floating
54,Male,Married,Salaried,340523,618749,9,573,6.75,0.44,Floating
21,Female,Single,Salaried,1741214,582911,6,562,6.75,0.64,Floating
55,Male,Single,Salaried,1298800,102814,1,488,6.75,0.37,Floating
58,Male,Married,Salaried,1023978,417167,8,681,6.75,0.24,Floating
31,Male,Single,Salaried,902247,641652,8,894,6.75,0.79,Floating
88,Male,Married,Retired,292484,579427,8,658,6.75,1.31,Floating
68,Male,Single,Retired,887131,559706,8,482,6.75,0.98,Fixed
82,Female,Married,Retired,1476388,422370,5,529,6.75,0.8,Floating
69,Male,Married,Retired,1409325,822366,2,312,6.75,1.21,Fixed
47,Female,Single,Self-Employed,1214239,550136,9,400,6.75,0.9,Fixed
74,Male,Married,Retired,304285,839482,6,751,6.75,1.3,Fixed
47,Male,Married,Salaried,633772,513206,3,778,6.75,0.56,Fixed
59,Male,Married,Salaried,1186054,159041,1,442,6.75,0.06,Fixed
28,Male,Single,Salaried,425988,552311,5,327,6.75,0.92,Fixed
44,Male,Married,Salaried,1360890,96735,4,740,6.75,0.91,Floating
41,Female,Married,Salaried,334248,628185,4,491,6.75,0.26,Fixed
56,Male,Married,Salaried,448646,1070253,9,502,6.75,0.69,Floating
89,Female,Married,Retired,337688,518782,6,520,6.75,0.87,Fixed
35,Female,Single,Self-Employed,752861,470697,8,422,6.75,0.22,Floating
62,Male,Single,Retired,239516,770889,9,432,6.75,0.51,Floating
29,Female,Single,Salaried,756889,577161,1,534,6.75,0.37,Fixed
66,Male,Single,Retired,544409,1214470,7,469,6.75,0.71,Floating
48,Male,Single,Salaried,657621,487661,7,319,6.75,0.02,Floating
39,Male,Married,Self-Employed,1334551,595598,9,897,6.75,0.53,Floating
61,Male,Married,Retired,994710,810612,1,575,6.75,0.73,Floating
81,Female,Married,Retired,1334130,61585,2,335,6.75,1.0899999999999999,Fixed
42,Female,Married,Self-Employed,2109797,1428696,6,411,6.75,0.42,Floating
68,Male,Married,Retired,156005,368534,4,878,6.75,0.8400000000000001,Fixed
24,Male,Married,Salaried,727509,409050,5,499,6.75,0.38,Fixed
23,Male,Single,Salaried,485387,730257,5,841,6.75,0.57,Floating
41,Female,Married,Self-Employed,652301,291633,1,434,6.75,0.83,Floating
36,Male,Married,Self-Employed,1188295,428609,1,421,6.75,0.67,Floating
26,Male,Married,Salaried,1884962,454898,7,564,6.75,0.11,Floating
53,Female,Married,Salaried,1322202,474520,3,589,6.75,0.57,Floating
57,Male,Married,Salaried,1242606,292170,5,866,6.75,0.77,Floating
41,Female,Married,Self-Employed,1520237,667230,8,890,6.75,0.31,Fixed
65,Male,Married,Retired,1745949,143520,5,668,6.75,1.13,Floating
80,Female,Single,Retired,1898423,64185,9,823,6.75,0.5,Floating
86,Male,Single,Retired,1243528,411308,4,803,6.75,1.44,Floating
70,Male,Married,Retired,518861,660400,7,357,6.75,0.77,Floating
71,Female,Married,Retired,830273,668829,8,804,6.75,1.4100000000000001,Floating
59,Female,Single,Salaried,25072,593081,7,742,6.75,0.22,Floating
62,Female,Married,Retired,1383160,398486,4,879,6.75,1.4,Floating
31,Male,Married,Salaried,574183,620286,8,500,6.75,0.55,Floating
46,Female,Married,Salaried,641718,458494,4,713,6.75,0.18,Floating
23,Male,Single,Salaried,1176807,479479,8,746,6.75,0.32,Fixed
24,Male,Single,Salaried,26048,258616,8,745,6.75,0.83,Fixed
54,Male,Single,Salaried,1515934,366175,4,829,6.75,0.95,Floating
70,Female,Married,Retired,1277694,90602,5,704,6.75,1.38,Floating
35,Female,Married,Salaried,783438,1135207,5,508,6.75,0.87,Floating
55,Male,Married,Salaried,975436,758323,5,700,6.75,0.0,Fixed
76,Male,Single,Retired,664553,858653,3,481,6.75,0.95,Floating
18,Male,Married,Salaried,2302205,693232,2,451,6.75,0.84,Floating
85,Male,Married,Retired,541524,476304,1,314,6.75,0.54,Floating
61,Male,Married,Retired,1161414,110438,3,640,6.75,1.19,Floating
64,Female,Single,Retired,868500,153914,9,551,6.75,1.0,Fixed
52,Female,Married,Salaried,1026965,420631,7,887,6.75,0.79,Fixed
77,Female,Single,Retired,1256297,333515,2,825,6.75,0.76,Floating
69,Male,Married,Retired,1275771,635173,8,665,6.75,1.38,Fixed
25,Male,Married,Salaried,821526,618767,8,391,6.75,0.3,Fixed
58,Male,Married,Salaried,418933,380910,7,516,6.75,0.95,Fixed
20,Female,Married,Salaried,633953,748927,6,391,6.75,0.64,Floating
86,Male,Married,Retired,769689,153452,2,586,6.75,0.7,Floating
31,Female,Single,Self-Employed,701637,123389,4,399,6.75,0.78,Floating
43,Female,Married,Salaried,479109,651846,1,357,6.75,0.53,Fixed
87,Male,Married,Retired,1224042,662690,7,745,6.75,0.9099999999999999,Fixed
75,Male,Single,Retired,322135,754166,2,481,6.75,0.97,Fixed
57,Female,Married,Salaried,974295,67925,6,808,6.75,0.4,Floating
68,Female,Married,Retired,183933,250452,9,694,6.75,1.21,Floating
22,Male,Married,Salaried,1545524,590310,5,453,6.75,0.26,Floating
49,Male,Married,Salaried,692605,597473,5,585,6.75,0.51,Fixed
18,Male,Married,Salaried,636197,1068222,4,592,6.75,0.76,Fixed
71,Female,Married,Retired,552201,193233,1,373,6.75,0.64,Fixed
28,Male,Married,Salaried,1852601,1141023,4,651,6.75,0.29,Fixed
70,Male,Single,Retired,1663728,655238,9,368,6.75,0.71,Floating
25,Male,Married,Salaried,1027179,849575,9,453,6.75,0.57,Floating
42,Female,Married,Self-Employed,749019,682425,7,718,6.75,0.41,Floating
57,Male,Single,Salaried,2037813,556690,4,624,6.75,0.32,Floating
49,Female,Married,Salaried,1248841,333013,9,760,6.75,0.36,Fixed
45,Male,Married,Self-Employed,872378,500924,5,438,6.75,0.47,Floating
20,Male,Married,Salaried,719474,42833,2,420,6.75,0.42,Fixed
79,Male,Single,Retired,1408897,10812,9,559,6.75,1.21,Fixed
44,Male,Married,Salaried,889715,314602,6,444,6.75,0.69,Floating
62,Female,Single,Retired,330551,710067,5,802,6.75,0.53,Fixed
42,Male,Single,Salaried,1085947,302517,8,817,6.75,0.71,Fixed
78,Male,Married,Retired,1119372,478964,2,415,6.75,0.72,Floating
61,Male,Single,Retired,1022172,455430,5,850,6.75,0.9199999999999999,Fixed
63,Female,Married,Retired,1252590,802633,8,406,6.75,0.72,Floating
31,Male,Married,Salaried,838252,627410,4,341,6.75,0.12,Fixed
25,Male,Married,Salaried,1003507,756344,9,838,6.75,0.58,Floating
65,Male,Married,Retired,995012,849990,7,516,6.75,1.45,Floating
31,Female,Single,Self-Employed,330571,203584,7,382,6.75,0.37,Floating
82,Male,Married,Retired,1351390,125403,9,620,6.75,1.1800000000000002,Fixed
24,Female,Married,Salaried,1275104,377294,3,569,6.75,0.45,Fixed
66,Male,Single,Retired,1494612,839887,3,407,6.75,0.6799999999999999,Fixed
72,Male,Single,Retired,495431,708053,7,314,6.75,1.42,Floating
30,Male,Single,Salaried,788673,386664,2,460,6.75,0.45,Floating
73,Male,Single,Retired,1554548,1075566,3,748,6.75,0.51,Floating
73,Female,Married,Retired,711918,732938,6,382,6.75,0.96,Fixed
32,Male,Married,Self-Employed,1898229,319371,9,679,6.75,0.01,Floating
74,Male,Married,Retired,220288,849580,4,414,6.75,1.29,Floating
75,Female,Married,Retired,717347,25396,5,541,6.75,0.87,Floating
52,Male,Married,Salaried,767568,599279,6,358,6.75,0.61,Floating
33,Male,Single,Salaried,1381868,341067,3,398,6.75,0.77,Floating
25,Female,Single,Salaried,1832693,479675,2,741,6.75,0.03,Floating
62,Male,Married,Retired,1151953,681524,4,687,6.75,1.02,Fixed
57,Female,Single,Salaried,310405,777567,6,374,6.75,0.64,Floating
71,Male,Married,Retired,959491,533599,4,540,6.75,0.97,Floating
31,Male,Married,Salaried,1061566,433828,8,814,6.75,0.31,Fixed
76,Male,Single,Retired,1196557,15875,9,674,6.75,0.96,Floating
70,Female,Married,Retired,960715,31703,8,365,6.75,0.89,Floating
44,Male,Single,Self-Employed,1653187,272252,7,462,6.75,0.61,Floating
64,Male,Married,Retired,555861,549888,2,546,6.75,0.97,Fixed
23,Female,Single,Salaried,484619,776980,2,584,6.75,0.13,Fixed
72,Male,Married,Retired,693816,215903,5,616,6.75,0.58,Floating
61,Female,Married,Retired,2300935,1631750,4,489,6.75,0.66,Floating
35,Male,Married,Salaried,910072,917071,4,306,6.75,0.07,Floating
33,Male,Married,Salaried,1574403,554516,4,830,6.75,0.25,Floating
29,Male,Married,Salaried,1564997,962140,7,625,6.75,0.07,Fixed
37,Male,Married,Salaried,140562,486997,3,388,6.75,0.6,Floating
62,Female,Single,Retired,971731,123055,2,578,6.75,0.94,Floating
81,Female,Single,Retired,1560109,400905,5,371,6.75,0.76,Floating
76,Female,Married,Retired,2430858,1962824,6,783,6.75,0.51,Fixed
39,Female,Married,Salaried,1539178,316057,8,806,6.75,0.15,Floating
64,Male,Single,Retired,828784,625883,3,516,6.75,1.17,Floating
46,Female,Married,Self-Employed,1730119,663017,4,846,6.75,0.25,Floating
62,Female,Married,Retired,784409,852650,4,753,6.75,0.8300000000000001,Floating
26,Male,Married,Salaried,434260,59373,4,409,6.75,0.08,Fixed
41,Male,Married,Salaried,1349915,915510,7,466,6.75,0.55,Fixed
32,Female,Married,Self-Employed,273933,216458,4,797,6.75,0.8,Fixed
53,Male,Married,Salaried,702269,954746,7,879,6.75,0.35,Floating
30,Female,Married,Salaried,1743370,390883,4,726,6.75,0.11,Fixed
61,Male,Married,Retired,1356167,392177,8,683,6.75,1.45,Fixed
88,Male,Married,Retired,568022,731111,5,725,6.75,1.01,Fixed
89,Male,Married,Retired,1070177,891137,2,566,6.75,0.59,Floating
53,Male,Single,Salaried,952452,358420,9,899,6.75,0.5,Fixed
78,Male,Single,Retired,1453669,415378,9,659,6.75,0.54,Fixed
57,Male,Married,Salaried,1189997,317636,1,362,6.75,0.06,Floating
44,Male,Married,Self-Employed,1077384,327454,5,674,6.75,0.32,Floating
18,Female,Married,Salaried,981726,648974,3,777,6.75,0.68,Fixed
51,Male,Married,Salaried,450086,472706,5,586,6.75,0.71,Floating
85,Female,Single,Retired,1690076,877448,4,753,6.75,1.4,Floating
38,Male,Married,Salaried,1209416,291932,3,579,6.75,0.11,Floating
50,Female,Married,Salaried,835759,725916,7,811,6.75,0.46,Fixed
24,Female,Married,Salaried,872081,713463,5,768,6.75,0.48,Floating
82,Male,Single,Retired,948931,415564,1,433,6.75,0.96,Floating
20,Female,Married,Salaried,588858,423535,4,333,6.75,0.84,Floating
68,Male,Married,Retired,716103,646219,1,365,6.75,1.31,Floating
71,Male,Married,Retired,1491588,292334,3,471,6.75,1.01,Fixed
76,Female,Married,Retired,217612,390889,5,832,6.75,1.28,Floating
23,Male,Married,Salaried,1929222,108551,6,305,6.75,0.06,Floating
46,Male,Married,Salaried,1001903,227269,1,818,6.75,0.53,Fixed
34,Male,Married,Salaried,604260,189618,9,887,6.75,0.09,Floating
77,Female,Married,Retired,827036,218787,9,818,6.75,1.37,Floating
39,Female,Married,Salaried,1210494,27015,1,539,6.75,0.5,Fixed
41,Male,Married,Self-Employed,759448,4593,7,346,6.75,0.02,Floating
68,Female,Married,Retired,1329739,760596,4,454,6.75,1.05,Fixed
67,Female,Single,Retired,468861,457592,2,551,6.75,1.24,Fixed
28,Female,Single,Salaried,601242,873742,2,849,6.75,0.13,Floating
73,Male,Single,Retired,1122182,813965,6,387,6.75,0.78,Floating
88,Female,Married,Retired,689978,361212,6,569,6.75,0.95,Fixed
59,Female,Married,Salaried,1979592,222101,5,655,6.75,0.41,Fixed
56,Male,Married,Salaried,1414686,545534,3,415,6.75,0.5,Floating
86,Female,Married,Retired,1256077,366804,7,349,6.75,0.52,Fixed
65,Male,Married,Retired,1055712,690911,3,758,6.75,1.24,Floating
74,Male,Married,Retired,826608,96538,7,331,6.75,0.8200000000000001,Fixed
38,Female,Married,Salaried,871990,601037,2,508,6.75,0.7,Floating
37,Female,Married,Salaried,582502,976986,8,493,6.75,0.86,Fixed
32,Male,Married,Self-Employed,1106002,380759,2,386,6.75,0.69,Floating
86,Male,Married,Retired,377060,684065,2,560,6.75,1.17,Floating
68,Female,Married,Retired,1729173,131784,4,774,6.75,1.08,Fixed
79,Female,Married,Retired,1030510,319831,1,489,6.75,0.5,Floating
54,Female,Married,Salaried,1684881,236637,7,557,6.75,0.9,Floating
23,Female,Single,Salaried,1446623,959851,2,804,6.75,0.83,Floating
88,Female,Single,Retired,965348,1088550,6,803,6.75,0.69,Fixed
43,Male,Married,Salaried,1222978,352664,5,882,6.75,0.18,Floating
25,Female,Single,Salaried,786921,890399,5,531,6.75,0.04,Floating
21,Male,Married,Salaried,951872,675124,4,733,6.75,0.38,Floating
38,Female,Married,Self-Employed,611950,384722,5,705,6.75,0.99,Floating
48,Male,Married,Salaried,1832815,977219,9,794,6.75,0.1,Fixed
38,Male,Single,Salaried,1094038,326036,1,884,6.75,0.57,Floating
42,Female,Married,Salaried,1423139,306322,2,537,6.75,0.26,Floating
32,Female,Married,Self-Employed,781065,192545,7,664,6.75,0.86,Floating
52,Female,Married,Salaried,1788888,766275,9,718,6.75,0.51,Floating
66,Female,Single,Retired,637694,214459,3,657,6.75,1.35,Floating
60,Male,Married,Retired,942527,456636,6,323,6.75,1.4300000000000002,Floating
58,Female,Married,Salaried,764479,395949,5,463,6.75,0.63,Fixed
54,Male,Married,Salaried,1137460,342817,9,509,6.75,0.28,Floating
74,Male,Single,Retired,654559,431806,9,530,6.75,0.95,Floating
59,Male,Married,Salaried,1295296,374416,3,762,6.75,0.63,Floating
64,Female,Married,Retired,1131577,975539,2,611,6.75,1.15,Fixed
78,Female,Married,Retired,920455,632485,4,854,6.75,0.5700000000000001,Fixed
31,Female,Married,Salaried,467247,526786,9,772,6.75,0.35,Floating
85,Male,Married,Retired,959580,375595,3,894,6.75,1.03,Floating
70,Male,Married,Retired,947329,123627,4,449,6.75,0.8400000000000001,Floating
51,Male,Single,Salaried,1448205,311629,2,601,6.75,0.58,Fixed
41,Male,Married,Salaried,855290,493092,1,322,6.75,0.18,Floating
37,Male,Single,Self-Employed,510312,481422,5,895,6.75,0.03,Floating
86,Female,Single,Retired,114570,545474,4,810,6.75,0.8400000000000001,Floating
47,Female,Married,Salaried,1574574,938760,2,639,6.75,0.57,Floating
24,Male,Married,Salaried,910754,365494,6,694,6.75,0.01,Fixed
53,Male,Single,Salaried,1164423,923026,5,627,6.75,0.61,Floating
55,Female,Married,Salaried,742242,439066,1,657,6.75,0.35,Floating
69,Female,Married,Retired,700559,559819,3,694,6.75,1.49,Fixed
32,Female,Married,Salaried,952125,470123,4,580,6.75,0.78,Fixed
63,Male,Married,Retired,582261,898401,1,330,6.75,0.79,Fixed
40,Male,Married,Salaried,816195,247895,8,555,6.75,0.97,Floating
29,Female,Single,Salaried,1357235,738921,3,757,6.75,0.28,Floating
61,Male,Single,Retired,1350912,1023071,5,626,6.75,0.61,Floating
32,Female,Married,Salaried,748647,468895,3,783,6.75,0.03,Floating
66,Male,Married,Retired,885348,368340,4,472,6.75,1.28,Fixed
38,Male,Married,Self-Employed,37433,163324,9,485,6.75,0.32,Floating
32,Female,Married,Self-Employed,164866,370556,3,875,6.75,0.98,Floating
31,Male,Married,Salaried,742775,619096,8,575,6.75,0.62,Fixed
59,Female,Single,Salaried,1021878,894969,6,891,6.75,0.16,Floating
32,Male,Single,Salaried,364598,469494,6,489,6.75,0.34,Floating
80,Female,Married,Retired,1351915,367826,1,744,6.75,1.01,Floating
85,Male,Married,Retired,1425614,699783,7,667,6.75,1.22,Floating
44,Male,Married,Salaried,578460,450782,4,658,6.75,0.59,Floating
70,Male,Married,Retired,556442,507845,8,424,6.75,0.76,Floating
69,Female,Married,Retired,1205732,354844,9,308,6.75,0.98,Floating
80,Female,Single,Retired,1834547,990987,2,404,6.75,0.72,Floating
70,Male,Single,Retired,791226,556752,8,393,6.75,0.85,Floating
74,Male,Single,Retired,1468219,853478,8,832,6.75,0.79,Floating
69,Female,Single,Retired,986762,612146,6,321,6.75,1.4,Fixed
60,Female,Single,Retired,1030576,836099,3,663,6.75,1.29,Floating
24,Female,Single,Salaried,906083,755268,5,645,6.75,0.53,Floating
59,Female,Married,Salaried,1468176,753099,2,848,6.75,0.17,Fixed
21,Male,Married,Salaried,1990856,639499,6,554,6.75,0.59,Floating
86,Male,Married,Retired,1427462,42517,3,731,6.75,0.85,Floating
22,Male,Married,Salaried,410209,32803,4,429,6.75,0.04,Floating
58,Female,Married,Salaried,872888,192391,9,605,6.75,0.69,Floating
21,Male,Single,Salaried,26444,852971,5,680,6.75,0.26,Floating
19,Male,Married,Salaried,2027648,1390284,7,679,6.75,0.23,Floating
84,Female,Married,Retired,1176017,400775,9,817,6.75,1.1600000000000001,Floating
38,Male,Married,Salaried,598773,937605,5,781,6.75,0.87,Floating
87,Female,Married,Retired,1131187,802657,1,376,6.75,0.78,Floating
60,Female,Married,Retired,1942692,658382,2,509,6.75,1.28,Floating
