Age,Gender,Marital Status,Dependents,Employment,Income (₹),Years in Job,Credit Score,Active Loans,Missed Payments (12M),Loan Amount (₹),LTV (%),DTI (%),Loan Tenure (yrs),Repayment Type,Co-applicant Present,Co-applicant Income (₹),Existing Customer,Salary Account,Base Rate Type,Base Rate (%),Dynamic Rate (%)
70,Male,Married,2,Part-time,620000,23,745,2,1,1400000,50,27,9,Step-up EMI,No,1270000,Yes,Yes,Floating,6.5,6.91
24,Male,Single,3,Part-time,490000,3,723,0,2,1920000,87,42,22,Standard EMI,No,2250000,No,No,Fixed,6.5,6.37
46,Female,Single,4,Salaried,720000,15,807,2,3,8640000,78,28,20,Standard EMI,Yes,190000,Yes,No,Fixed,6.5,7.69
66,Other,Single,2,Retired,250000,43,619,0,1,1390000,60,21,15,Step-up EMI,No,860000,No,No,Floating,6.5,10.18
23,Other,Single,1,Salaried,490000,5,591,1,3,1470000,90,32,21,Standard EMI,Yes,2390000,No,No,Fixed,6.5,8.49
63,Other,Widowed,0,Salaried,1470000,11,658,0,0,1290000,53,31,8,Standard EMI,Yes,510000,Yes,Yes,Floating,6.5,9.43
72,Other,Single,4,Salaried,720000,8,770,2,3,2590000,72,20,12,Step-up EMI,No,1380000,Yes,No,Fixed,6.5,6.92
51,Male,Single,0,Salaried,1750000,15,819,4,2,7330000,81,38,12,Standard EMI,Yes,1700000,Yes,No,Fixed,6.5,7.04
32,Other,Widowed,3,Contractual,1680000,11,675,4,0,1710000,75,25,14,Standard EMI,No,1230000,Yes,Yes,Floating,6.5,9.05
51,Other,Single,3,Salaried,1800000,6,710,2,1,7910000,79,37,22,Step-up EMI,No,450000,Yes,No,Fixed,6.5,8.62
24,Female,Single,3,Part-time,610000,2,659,2,3,300000,80,41,22,Standard EMI,Yes,1380000,Yes,Yes,Fixed,6.5,8.26
57,Male,Divorced,1,Salaried,2190000,5,788,4,3,7400000,83,36,16,Standard EMI,Yes,990000,Yes,No,Fixed,6.5,6.67
58,Male,Widowed,3,Contractual,940000,18,761,5,3,2760000,75,39,19,Standard EMI,Yes,1180000,No,No,Fixed,6.5,7.31
27,Male,Single,0,Contractual,240000,5,696,4,1,1070000,80,32,23,Step-up EMI,Yes,2280000,No,No,Fixed,6.5,8.81
45,Other,Widowed,0,Part-time,1150000,5,710,0,2,1810000,85,38,17,Standard EMI,Yes,2300000,No,Yes,Floating,6.5,6.92
27,Other,Single,1,Salaried,170000,8,578,4,0,1240000,84,40,28,Step-up EMI,No,780000,Yes,No,Fixed,6.5,8.31
61,Other,Single,2,Part-time,730000,4,633,0,1,1690000,64,24,7,Step-up EMI,Yes,1770000,Yes,No,Floating,6.5,10.53
26,Female,Single,4,Contractual,220000,3,599,0,1,590000,88,38,24,Standard EMI,Yes,2320000,No,Yes,Fixed,6.5,9.05
40,Other,Divorced,3,Contractual,1210000,18,700,4,3,3890000,79,34,14,Standard EMI,No,40000,No,Yes,Floating,6.5,8.76
71,Other,Single,3,Part-time,730000,9,735,3,0,1300000,66,22,10,Standard EMI,Yes,670000,No,Yes,Fixed,6.5,6.11
56,Male,Divorced,1,Part-time,1010000,21,733,4,0,1610000,76,26,16,Step-up EMI,Yes,400000,No,Yes,Floating,6.5,6.97
29,Male,Single,1,Salaried,920000,11,735,5,3,520000,82,34,20,Standard EMI,No,920000,No,Yes,Floating,6.5,6.79
65,Female,Single,1,Part-time,660000,4,689,5,3,580000,50,20,15,Standard EMI,No,2260000,Yes,No,Fixed,6.5,9.67
22,Male,Single,0,Contractual,310000,1,738,1,0,740000,81,32,20,Standard EMI,No,2190000,No,No,Fixed,6.5,5.95
39,Male,Widowed,0,Contractual,1850000,3,739,2,2,3040000,85,37,12,Step-up EMI,Yes,1910000,Yes,No,Floating,6.5,6.83
56,Female,Widowed,3,Salaried,910000,32,683,2,3,5680000,79,40,22,Step-up EMI,Yes,2420000,No,Yes,Fixed,6.5,7.33
68,Female,Divorced,4,Contractual,460000,50,717,3,1,1690000,66,28,7,Standard EMI,Yes,910000,Yes,Yes,Floating,6.5,6.81
31,Other,Divorced,1,Contractual,850000,6,656,0,2,4160000,76,40,12,Step-up EMI,No,1970000,Yes,Yes,Floating,6.5,8.91
23,Other,Single,0,Part-time,710000,3,733,2,1,520000,85,33,24,Standard EMI,No,1280000,Yes,No,Fixed,6.5,5.67
63,Female,Single,1,Part-time,310000,3,640,5,2,1800000,53,23,11,Standard EMI,No,1200000,No,No,Floating,6.5,8.95
29,Other,Single,4,Contractual,240000,2,504,4,1,1820000,88,43,29,Standard EMI,Yes,300000,No,No,Floating,6.5,8.64
73,Male,Single,0,Part-time,610000,45,747,2,1,1460000,57,29,11,Standard EMI,Yes,2370000,No,No,Floating,6.5,6.26
64,Female,Married,1,Retired,500000,38,685,1,2,1450000,69,27,8,Standard EMI,No,2500000,Yes,Yes,Fixed,6.5,10.0
42,Male,Divorced,0,Contractual,1410000,2,655,5,2,1850000,76,26,12,Standard EMI,No,1240000,Yes,Yes,Fixed,6.5,9.74
60,Male,Divorced,0,Part-time,590000,22,603,5,2,580000,72,24,13,Step-up EMI,Yes,2100000,No,No,Fixed,6.5,9.88
20,Other,Single,1,Salaried,710000,1,582,1,1,120000,90,43,30,Standard EMI,Yes,2450000,Yes,No,Fixed,6.5,8.68
18,Male,Single,2,Part-time,290000,1,588,1,0,650000,81,39,27,Step-up EMI,Yes,1300000,No,Yes,Fixed,6.5,9.41
23,Other,Single,0,Salaried,1080000,4,723,2,2,1380000,80,45,21,Step-up EMI,Yes,600000,Yes,Yes,Floating,6.5,6.84
62,Male,Widowed,3,Retired,540000,40,728,2,1,1080000,65,35,9,Standard EMI,Yes,1030000,Yes,No,Floating,6.5,7.67
61,Female,Married,1,Retired,290000,5,684,3,2,690000,71,35,7,Standard EMI,Yes,2260000,No,Yes,Floating,6.5,7.67
24,Male,Single,4,Salaried,460000,1,750,3,3,640000,89,33,21,Standard EMI,Yes,20000,No,Yes,Fixed,6.5,6.48
67,Other,Single,1,Salaried,970000,38,748,3,0,1020000,60,23,14,Standard EMI,Yes,930000,Yes,No,Floating,6.5,6.91
70,Male,Widowed,3,Retired,540000,12,702,5,2,930000,55,23,10,Step-up EMI,No,370000,No,No,Floating,6.5,7.16
52,Male,Widowed,2,Salaried,440000,9,676,5,2,9360000,85,33,22,Standard EMI,No,2390000,Yes,Yes,Fixed,6.5,7.81
47,Other,Divorced,1,Part-time,710000,18,706,5,0,1010000,84,34,19,Step-up EMI,Yes,110000,No,Yes,Fixed,6.5,7.02
47,Male,Widowed,4,Contractual,1690000,1,760,5,2,3290000,82,35,24,Step-up EMI,No,890000,No,Yes,Floating,6.5,6.67
59,Other,Single,2,Salaried,2830000,34,826,1,1,6630000,77,30,16,Step-up EMI,Yes,40000,No,Yes,Floating,6.5,7.81
18,Female,Single,0,Contractual,410000,1,664,1,2,290000,88,42,21,Step-up EMI,No,1520000,No,Yes,Floating,6.5,10.07
58,Other,Widowed,4,Salaried,750000,37,736,3,1,2030000,83,39,15,Standard EMI,Yes,1170000,No,Yes,Fixed,6.5,5.81
30,Female,Single,3,Salaried,650000,3,696,2,0,1470000,87,40,22,Standard EMI,No,40000,No,Yes,Floating,6.5,8.55
63,Male,Married,3,Salaried,820000,10,680,3,0,2970000,63,29,15,Standard EMI,Yes,2020000,Yes,Yes,Fixed,6.5,9.22
38,Male,Married,2,Salaried,1120000,5,659,2,0,9350000,85,37,23,Step-up EMI,Yes,1170000,No,No,Floating,6.5,8.51
32,Female,Widowed,1,Contractual,680000,1,674,1,1,3880000,84,33,13,Step-up EMI,No,660000,Yes,No,Fixed,6.5,9.99
60,Other,Married,1,Contractual,1120000,17,686,4,1,1070000,75,25,11,Step-up EMI,No,1130000,Yes,Yes,Fixed,6.5,7.74
61,Female,Widowed,0,Retired,430000,1,702,4,2,990000,62,20,15,Step-up EMI,No,540000,No,No,Floating,6.5,7.02
63,Other,Single,3,Part-time,430000,4,698,2,1,710000,56,29,8,Standard EMI,Yes,150000,Yes,No,Fixed,6.5,8.45
62,Other,Divorced,4,Salaried,1390000,39,686,2,0,2430000,71,27,6,Standard EMI,Yes,1540000,Yes,No,Floating,6.5,8.81
63,Male,Single,1,Salaried,660000,35,665,1,2,2490000,70,31,8,Step-up EMI,No,2390000,Yes,No,Floating,6.5,8.51
18,Male,Single,3,Contractual,280000,1,712,1,2,380000,81,35,24,Standard EMI,No,560000,No,No,Fixed,6.5,6.48
37,Other,Single,3,Contractual,740000,1,787,4,3,4700000,84,38,22,Step-up EMI,No,1500000,Yes,Yes,Fixed,6.5,7.57
61,Other,Married,0,Part-time,550000,35,664,0,2,710000,70,20,15,Step-up EMI,Yes,2180000,Yes,Yes,Floating,6.5,10.38
23,Other,Single,1,Part-time,140000,4,603,0,1,1490000,82,44,23,Step-up EMI,No,1920000,Yes,No,Fixed,6.5,10.37
74,Other,Single,2,Contractual,690000,15,733,0,2,1330000,68,30,13,Standard EMI,No,670000,Yes,Yes,Floating,6.5,6.91
25,Other,Single,2,Contractual,120000,7,607,3,0,830000,86,36,26,Step-up EMI,Yes,30000,Yes,Yes,Fixed,6.5,10.01
67,Male,Married,1,Contractual,1020000,25,692,1,3,1910000,61,29,8,Standard EMI,Yes,490000,Yes,No,Floating,6.5,10.53
34,Female,Single,4,Salaried,2060000,7,741,0,2,6920000,79,37,13,Standard EMI,No,270000,No,Yes,Fixed,6.5,6.07
73,Other,Married,4,Retired,540000,45,699,5,0,550000,54,26,7,Step-up EMI,No,1550000,Yes,Yes,Fixed,6.5,9.23
68,Other,Divorced,3,Part-time,690000,24,744,3,2,1390000,65,29,15,Standard EMI,Yes,780000,Yes,No,Fixed,6.5,7.78
60,Male,Married,1,Retired,270000,30,664,0,1,720000,65,23,9,Standard EMI,Yes,1580000,No,No,Floating,6.5,9.51
18,Female,Single,0,Part-time,530000,1,586,2,3,1190000,89,41,30,Standard EMI,No,960000,Yes,No,Fixed,6.5,9.44
62,Male,Divorced,0,Part-time,690000,34,613,3,0,670000,53,31,12,Step-up EMI,No,600000,No,Yes,Floating,6.5,8.74
25,Female,Single,0,Salaried,800000,3,620,1,2,1930000,88,31,28,Step-up EMI,No,200000,Yes,No,Fixed,6.5,8.71
22,Other,Single,3,Part-time,790000,4,657,3,1,1560000,81,41,26,Standard EMI,Yes,1200000,Yes,No,Floating,6.5,8.72
52,Female,Single,3,Part-time,430000,6,676,0,2,2550000,77,35,16,Standard EMI,Yes,500000,Yes,No,Fixed,6.5,10.09
48,Male,Single,0,Contractual,920000,16,676,5,0,2060000,81,28,17,Standard EMI,No,1090000,No,Yes,Fixed,6.5,9.15
72,Male,Single,1,Salaried,1490000,43,816,3,0,1820000,63,23,12,Step-up EMI,Yes,2350000,No,No,Fixed,6.5,6.36
65,Other,Single,1,Retired,350000,16,644,5,3,840000,75,24,14,Standard EMI,No,130000,No,No,Floating,6.5,8.75
67,Female,Divorced,1,Part-time,690000,10,631,0,2,1170000,72,27,8,Step-up EMI,Yes,1430000,No,No,Floating,6.5,9.14
69,Female,Divorced,1,Contractual,620000,37,700,4,1,2130000,70,29,15,Standard EMI,No,1850000,No,Yes,Fixed,6.5,8.51
41,Other,Married,1,Part-time,580000,14,738,0,0,2040000,75,40,22,Standard EMI,No,2420000,No,No,Floating,6.5,6.95
75,Female,Divorced,4,Salaried,1430000,38,807,3,3,2960000,66,32,13,Standard EMI,Yes,210000,No,No,Floating,6.5,6.77
71,Female,Widowed,3,Part-time,760000,8,744,3,2,1070000,54,28,12,Step-up EMI,Yes,2040000,No,Yes,Floating,6.5,6.43
53,Male,Widowed,3,Part-time,1010000,8,715,2,3,1400000,82,33,24,Standard EMI,Yes,1720000,Yes,Yes,Floating,6.5,8.33
30,Other,Single,1,Contractual,130000,3,741,1,0,1610000,83,40,23,Step-up EMI,No,2200000,Yes,Yes,Floating,6.5,7.49
23,Other,Single,4,Contractual,210000,2,588,0,2,1220000,86,43,23,Step-up EMI,Yes,1660000,Yes,Yes,Floating,6.5,9.48
20,Female,Single,4,Contractual,380000,1,665,3,3,800000,84,34,21,Standard EMI,Yes,940000,Yes,No,Floating,6.5,8.91
26,Other,Single,0,Contractual,560000,6,642,5,3,2000000,86,38,25,Standard EMI,No,1530000,No,Yes,Fixed,6.5,8.01
52,Male,Married,0,Salaried,1260000,21,654,0,3,3990000,81,28,11,Step-up EMI,No,2170000,No,Yes,Fixed,6.5,9.61
59,Other,Widowed,3,Contractual,1360000,41,772,2,2,4540000,84,37,22,Step-up EMI,No,1240000,Yes,Yes,Fixed,6.5,6.73
27,Male,Single,1,Contractual,200000,3,633,3,0,250000,88,32,27,Step-up EMI,No,1820000,Yes,Yes,Fixed,6.5,8.6
23,Male,Single,4,Contractual,280000,4,578,3,3,990000,87,36,30,Step-up EMI,Yes,2380000,No,Yes,Floating,6.5,8.77
60,Other,Divorced,2,Part-time,330000,24,701,1,0,1870000,61,22,5,Step-up EMI,Yes,50000,Yes,No,Floating,6.5,5.69
37,Other,Divorced,1,Part-time,560000,14,636,5,1,1050000,83,36,12,Step-up EMI,No,390000,No,Yes,Floating,6.5,8.07
21,Other,Single,3,Salaried,1050000,3,518,4,2,100000,81,33,25,Standard EMI,Yes,20000,Yes,No,Fixed,6.5,8.05
57,Other,Married,2,Salaried,1040000,32,717,3,0,6530000,80,31,13,Standard EMI,No,260000,No,No,Fixed,6.5,7.85
36,Female,Married,4,Part-time,560000,3,671,3,3,3210000,83,28,24,Step-up EMI,Yes,2080000,Yes,Yes,Fixed,6.5,9.01
18,Female,Single,3,Part-time,140000,1,594,0,0,970000,85,33,29,Standard EMI,No,1540000,No,Yes,Floating,6.5,9.37
37,Male,Widowed,2,Contractual,1120000,3,783,1,3,4630000,83,28,17,Standard EMI,Yes,360000,Yes,Yes,Fixed,6.5,6.88
63,Female,Widowed,2,Contractual,740000,21,755,3,3,1240000,54,23,9,Step-up EMI,Yes,1390000,No,Yes,Floating,6.5,6.2
68,Male,Divorced,3,Salaried,950000,31,713,3,0,2530000,70,32,12,Step-up EMI,No,170000,No,No,Fixed,6.5,6.83
40,Female,Married,0,Part-time,600000,12,616,0,0,1780000,83,34,13,Standard EMI,No,2450000,No,No,Fixed,6.5,8.55
64,Male,Divorced,4,Part-time,540000,42,676,1,3,1620000,53,30,11,Step-up EMI,Yes,690000,Yes,No,Floating,6.5,9.16
50,Male,Widowed,1,Salaried,2530000,6,704,0,3,9850000,81,34,10,Standard EMI,Yes,1910000,Yes,No,Fixed,6.5,6.95
63,Male,Single,1,Contractual,630000,10,691,1,0,2340000,60,30,9,Step-up EMI,Yes,1470000,No,Yes,Floating,6.5,8.81
45,Other,Widowed,4,Contractual,530000,9,718,1,0,3590000,82,36,14,Standard EMI,Yes,430000,Yes,Yes,Fixed,6.5,6.59
61,Female,Married,1,Contractual,960000,2,729,1,2,1280000,54,26,9,Standard EMI,Yes,2150000,No,No,Floating,6.5,7.21
39,Male,Single,2,Salaried,2440000,4,684,1,3,3390000,85,40,15,Step-up EMI,No,1260000,Yes,No,Floating,6.5,10.03
71,Other,Single,4,Contractual,1020000,18,655,3,1,1280000,70,35,9,Standard EMI,No,470000,Yes,No,Floating,6.5,8.13
46,Male,Married,0,Salaried,710000,24,741,0,2,6900000,80,25,11,Standard EMI,Yes,1670000,Yes,No,Floating,6.5,6.9
67,Female,Divorced,3,Salaried,1440000,19,819,3,0,1490000,72,32,7,Standard EMI,Yes,2350000,Yes,No,Fixed,6.5,5.84
57,Female,Single,4,Part-time,740000,22,644,0,2,1240000,83,29,21,Step-up EMI,No,960000,Yes,Yes,Fixed,6.5,9.35
22,Female,Single,3,Salaried,600000,1,683,4,2,700000,90,33,28,Step-up EMI,Yes,150000,Yes,No,Fixed,6.5,8.36
43,Female,Single,3,Part-time,970000,16,689,3,3,2330000,85,37,17,Standard EMI,No,2290000,No,No,Fixed,6.5,8.73
37,Female,Divorced,0,Part-time,1130000,1,672,2,2,1410000,75,27,13,Standard EMI,Yes,550000,Yes,Yes,Floating,6.5,8.2
20,Female,Single,1,Contractual,170000,2,650,2,0,1300000,81,31,27,Standard EMI,Yes,500000,No,No,Fixed,6.5,7.37
74,Other,Divorced,4,Retired,220000,18,727,5,0,960000,54,30,10,Standard EMI,Yes,2460000,No,Yes,Floating,6.5,6.31
53,Female,Single,3,Part-time,440000,4,629,2,0,1430000,79,35,11,Standard EMI,Yes,590000,Yes,Yes,Floating,6.5,8.47
69,Female,Married,4,Contractual,910000,44,745,1,0,1120000,65,32,12,Standard EMI,Yes,520000,Yes,Yes,Floating,6.5,6.6
30,Male,Single,3,Contractual,380000,6,663,1,0,1190000,87,35,24,Standard EMI,No,2400000,Yes,Yes,Fixed,6.5,9.87
20,Other,Single,4,Contractual,230000,2,646,3,2,850000,85,37,26,Standard EMI,No,0,No,Yes,Fixed,6.5,7.75
70,Other,Divorced,1,Contractual,1190000,24,670,4,2,1520000,65,30,10,Standard EMI,No,2450000,No,No,Fixed,6.5,8.9
71,Other,Widowed,0,Retired,510000,20,665,0,2,770000,65,29,12,Standard EMI,Yes,870000,Yes,No,Floating,6.5,9.16
69,Male,Married,1,Part-time,230000,13,719,3,1,1120000,51,34,14,Standard EMI,No,1930000,Yes,No,Fixed,6.5,6.49
70,Male,Married,4,Part-time,680000,15,738,2,3,2000000,53,22,14,Step-up EMI,Yes,1540000,No,Yes,Floating,6.5,7.78
65,Other,Single,1,Part-time,540000,2,679,2,2,1140000,58,21,13,Standard EMI,Yes,2340000,Yes,Yes,Fixed,6.5,9.77
69,Male,Widowed,2,Salaried,1320000,24,667,2,1,2730000,74,29,10,Step-up EMI,No,730000,Yes,Yes,Floating,6.5,8.57
43,Other,Divorced,2,Part-time,690000,22,699,0,0,1880000,81,35,15,Standard EMI,Yes,60000,Yes,Yes,Fixed,6.5,8.25
23,Other,Single,0,Contractual,220000,2,744,4,3,1990000,90,37,22,Step-up EMI,No,2340000,Yes,No,Floating,6.5,7.77
25,Female,Single,4,Salaried,1490000,1,726,2,1,460000,80,39,23,Step-up EMI,No,70000,Yes,Yes,Floating,6.5,6.07
49,Female,Widowed,4,Part-time,1060000,19,682,1,3,3330000,77,28,13,Standard EMI,Yes,870000,Yes,Yes,Fixed,6.5,9.32
20,Female,Single,3,Part-time,760000,1,506,5,3,1480000,83,32,26,Step-up EMI,Yes,2390000,No,No,Fixed,6.5,8.2
56,Male,Single,2,Part-time,1180000,27,626,2,0,3640000,76,31,20,Standard EMI,No,1790000,Yes,No,Floating,6.5,8.79
21,Other,Single,4,Part-time,740000,1,649,3,1,570000,80,38,24,Standard EMI,Yes,1050000,No,No,Floating,6.5,8.91
47,Other,Widowed,1,Contractual,1840000,21,713,0,1,4550000,81,37,20,Step-up EMI,No,2320000,No,No,Fixed,6.5,7.84
39,Other,Single,0,Salaried,2620000,1,654,3,2,3460000,84,28,19,Step-up EMI,Yes,1180000,Yes,Yes,Floating,6.5,9.63
63,Female,Single,0,Part-time,640000,29,748,3,0,580000,52,32,12,Step-up EMI,No,1370000,Yes,No,Floating,6.5,7.2
70,Other,Widowed,1,Part-time,230000,8,740,5,1,1340000,53,25,6,Step-up EMI,No,1450000,Yes,No,Fixed,6.5,6.35
60,Male,Married,4,Part-time,330000,27,695,2,3,1150000,67,22,6,Standard EMI,No,1260000,Yes,No,Fixed,6.5,8.39
67,Female,Single,4,Contractual,520000,9,702,1,2,2010000,57,25,7,Step-up EMI,No,2040000,No,Yes,Floating,6.5,6.56
55,Female,Married,3,Part-time,790000,34,660,5,0,2660000,77,25,23,Step-up EMI,Yes,1670000,No,No,Fixed,6.5,8.29
24,Other,Single,0,Contractual,390000,6,501,0,2,1850000,81,43,27,Step-up EMI,Yes,2080000,No,No,Fixed,6.5,8.64
58,Male,Divorced,1,Part-time,730000,30,675,3,0,2170000,81,26,16,Step-up EMI,Yes,610000,Yes,No,Floating,6.5,8.95
71,Other,Married,0,Contractual,330000,26,730,5,3,2450000,53,22,9,Step-up EMI,No,1220000,Yes,Yes,Fixed,6.5,6.85
61,Female,Married,4,Retired,440000,27,663,4,2,730000,55,25,12,Standard EMI,No,810000,No,No,Fixed,6.5,8.21
42,Male,Married,4,Salaried,470000,11,746,5,3,8720000,83,39,21,Step-up EMI,Yes,770000,No,No,Fixed,6.5,5.97
31,Male,Widowed,0,Salaried,2500000,12,785,4,2,8590000,76,28,24,Step-up EMI,No,1340000,Yes,Yes,Floating,6.5,6.17
41,Male,Married,2,Contractual,1090000,19,714,2,1,2660000,76,27,23,Standard EMI,No,1140000,Yes,No,Floating,6.5,6.66
39,Male,Married,0,Salaried,2890000,8,731,1,3,8910000,80,27,19,Step-up EMI,No,2290000,Yes,Yes,Fixed,6.5,6.61
65,Other,Married,1,Retired,530000,6,686,3,3,1390000,64,20,14,Step-up EMI,Yes,1440000,No,No,Floating,6.5,8.7
51,Other,Widowed,2,Contractual,1230000,18,738,4,2,4230000,81,31,21,Step-up EMI,No,570000,Yes,Yes,Fixed,6.5,6.13
18,Female,Single,4,Part-time,490000,1,718,3,2,1300000,83,34,21,Step-up EMI,No,2380000,No,No,Fixed,6.5,6.98
44,Male,Married,0,Salaried,2610000,8,760,1,0,4790000,81,32,20,Standard EMI,Yes,290000,Yes,No,Fixed,6.5,7.85
26,Male,Single,1,Salaried,1220000,3,508,2,2,1600000,80,43,26,Step-up EMI,Yes,1080000,No,Yes,Floating,6.5,10.38
25,Other,Single,2,Salaried,910000,4,568,1,2,1530000,83,44,25,Step-up EMI,No,770000,Yes,No,Fixed,6.5,8.77
65,Male,Widowed,4,Salaried,1060000,16,699,3,2,1410000,52,23,5,Step-up EMI,Yes,1110000,Yes,No,Fixed,6.5,7.92
39,Other,Divorced,1,Part-time,1170000,21,641,5,0,3920000,76,40,19,Step-up EMI,No,2040000,No,Yes,Fixed,6.5,7.18
52,Female,Single,2,Salaried,1740000,32,658,2,3,5660000,76,29,22,Standard EMI,No,1390000,No,Yes,Floating,6.5,9.38
51,Male,Widowed,0,Part-time,530000,7,720,5,1,1240000,78,30,23,Standard EMI,No,820000,No,No,Fixed,6.5,6.71
19,Male,Single,1,Part-time,790000,1,619,1,0,510000,89,35,28,Standard EMI,No,1000000,Yes,Yes,Fixed,6.5,9.94
21,Male,Single,2,Salaried,1280000,1,570,1,0,190000,85,33,22,Step-up EMI,No,670000,Yes,Yes,Floating,6.5,7.78
35,Female,Married,1,Salaried,1050000,10,795,0,3,7400000,77,28,24,Standard EMI,No,720000,No,No,Floating,6.5,5.36
65,Female,Single,1,Part-time,290000,31,700,4,1,1730000,58,31,5,Standard EMI,Yes,250000,Yes,Yes,Floating,6.5,8.92
70,Other,Divorced,1,Contractual,1090000,31,706,1,0,2080000,60,31,10,Step-up EMI,No,250000,No,Yes,Floating,6.5,7.88
28,Male,Single,2,Part-time,430000,7,659,5,2,660000,86,39,28,Step-up EMI,No,390000,No,Yes,Floating,6.5,8.77
70,Male,Married,4,Contractual,920000,27,692,0,2,2060000,55,35,6,Standard EMI,Yes,600000,Yes,No,Fixed,6.5,7.97
63,Other,Married,3,Part-time,540000,23,726,5,1,1130000,59,24,8,Step-up EMI,Yes,1100000,No,Yes,Floating,6.5,7.18
19,Female,Single,4,Contractual,250000,1,587,5,1,1410000,80,41,28,Standard EMI,No,930000,Yes,Yes,Fixed,6.5,9.06
54,Female,Married,1,Salaried,2990000,29,739,4,2,9720000,77,36,16,Standard EMI,Yes,1740000,Yes,No,Fixed,6.5,6.34
41,Male,Single,1,Contractual,1360000,22,697,0,1,1800000,76,32,20,Step-up EMI,Yes,2380000,Yes,Yes,Fixed,6.5,9.61
67,Female,Widowed,3,Part-time,670000,49,704,3,3,1060000,74,23,13,Standard EMI,Yes,1090000,Yes,Yes,Floating,6.5,7.92
73,Female,Widowed,4,Contractual,1030000,50,751,4,3,2290000,64,30,11,Standard EMI,Yes,2190000,Yes,No,Floating,6.5,7.05
28,Other,Single,1,Salaried,1390000,3,715,5,0,730000,80,38,26,Step-up EMI,Yes,2280000,No,Yes,Fixed,6.5,7.63
19,Female,Single,0,Contractual,450000,1,610,2,3,280000,82,32,25,Standard EMI,No,620000,Yes,No,Fixed,6.5,8.25
27,Female,Single,2,Part-time,390000,2,536,5,2,690000,82,37,23,Standard EMI,No,630000,No,Yes,Fixed,6.5,9.67
27,Other,Single,1,Salaried,980000,9,603,3,0,1300000,85,35,24,Step-up EMI,Yes,2380000,Yes,Yes,Floating,6.5,8.73
24,Male,Single,1,Part-time,180000,2,551,3,2,1890000,82,31,28,Standard EMI,No,2010000,Yes,No,Fixed,6.5,9.17
70,Other,Single,0,Part-time,420000,4,707,0,3,1760000,64,29,13,Standard EMI,Yes,900000,No,Yes,Fixed,6.5,6.85
39,Other,Married,4,Part-time,1060000,21,735,1,3,3280000,75,25,10,Step-up EMI,No,2080000,No,No,Floating,6.5,6.66
30,Female,Single,4,Contractual,150000,2,665,3,0,1680000,88,31,29,Standard EMI,No,310000,No,Yes,Fixed,6.5,10.27
33,Other,Widowed,2,Salaried,2060000,13,812,4,1,2010000,75,25,13,Standard EMI,Yes,1970000,No,Yes,Floating,6.5,6.99
64,Other,Single,3,Part-time,330000,19,740,1,2,1420000,75,24,12,Standard EMI,Yes,1740000,Yes,Yes,Fixed,6.5,6.83
24,Other,Single,0,Part-time,600000,4,522,0,3,1410000,84,32,25,Step-up EMI,No,1830000,Yes,No,Fixed,6.5,10.5
63,Female,Single,2,Retired,530000,23,678,4,0,1170000,52,25,13,Step-up EMI,No,2480000,Yes,No,Floating,6.5,8.92
25,Female,Single,1,Salaried,600000,6,683,5,3,1150000,90,39,23,Step-up EMI,No,90000,Yes,Yes,Floating,6.5,7.87
64,Other,Married,4,Salaried,1070000,41,678,2,3,2320000,53,23,6,Step-up EMI,No,2360000,Yes,No,Floating,6.5,9.06
31,Other,Divorced,1,Part-time,500000,7,689,5,0,2490000,82,38,24,Step-up EMI,No,1760000,No,No,Fixed,6.5,9.29
28,Female,Single,1,Part-time,370000,4,601,5,3,1630000,85,32,29,Step-up EMI,Yes,1280000,No,No,Floating,6.5,8.49
57,Female,Divorced,3,Contractual,760000,37,704,2,1,2050000,83,32,23,Standard EMI,No,1280000,Yes,No,Floating,6.5,8.01
48,Female,Divorced,0,Part-time,970000,16,602,2,2,3180000,76,33,18,Step-up EMI,Yes,1770000,Yes,No,Floating,6.5,9.7
26,Male,Single,3,Part-time,470000,8,551,0,2,720000,85,36,25,Step-up EMI,Yes,1670000,No,No,Fixed,6.5,8.1
57,Female,Married,1,Part-time,910000,5,696,3,2,3160000,78,27,10,Step-up EMI,Yes,2030000,No,No,Fixed,6.5,9.21
46,Male,Divorced,2,Salaried,690000,21,837,5,2,4410000,77,36,18,Standard EMI,Yes,530000,No,Yes,Fixed,6.5,6.31
40,Male,Divorced,2,Salaried,2950000,20,714,4,1,5450000,81,29,15,Step-up EMI,Yes,2420000,No,No,Fixed,6.5,6.69
57,Other,Single,2,Part-time,980000,37,627,4,1,1930000,83,38,25,Standard EMI,Yes,690000,Yes,Yes,Floating,6.5,9.31
30,Other,Single,4,Contractual,320000,5,626,0,2,1760000,80,34,24,Step-up EMI,Yes,2440000,Yes,No,Fixed,6.5,9.67
45,Female,Widowed,4,Salaried,1870000,24,818,0,1,6340000,80,27,20,Standard EMI,Yes,1830000,No,Yes,Floating,6.5,7.09
18,Male,Single,0,Salaried,1190000,1,652,5,3,380000,80,42,27,Standard EMI,Yes,270000,No,No,Fixed,6.5,10.05
32,Other,Single,2,Part-time,780000,3,684,3,2,3960000,75,34,15,Standard EMI,Yes,1080000,No,No,Fixed,6.5,9.2
37,Other,Divorced,2,Salaried,2570000,5,847,5,3,6050000,79,40,20,Step-up EMI,No,1990000,Yes,No,Fixed,6.5,5.63
