product_type,credit_score,years_with_bank,deposit_amount,repayment_history,market_trend,credit_score_adjustment,years_with_bank_adjustment,deposit_amount_adjustment,repayment_history_adjustment,market_trend_adjustment,final_interest_rate_adjustment_bps,adjusted_interest_rate
Fixed Deposit,711,14,845707,poor,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,515,13,95606,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,704,13,51658,poor,rising,0,50,0,0,25,75,0.0575
Home Loan,538,5,275571,excellent,stable,-50,0,0,50,0,0,0.08
Fixed Deposit,588,13,122468,poor,falling,0,50,25,0,-25,50,0.055
Home Loan,755,16,457464,good,falling,50,50,0,0,0,100,0.09
Home Loan,753,17,467653,poor,rising,50,50,0,-50,0,50,0.085
Home Loan,715,19,745087,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,671,18,199273,good,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,636,16,615438,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,677,15,820508,good,falling,0,50,0,0,0,50,0.085
Home Loan,576,7,851431,poor,falling,-50,25,0,-50,0,0,0.08
Fixed Deposit,687,6,301775,good,stable,0,25,25,0,0,50,0.055
Fixed Deposit,514,19,318520,poor,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,791,11,363817,excellent,stable,50,50,0,50,0,100,0.09
Fixed Deposit,713,8,839908,good,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,707,13,298465,poor,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,668,19,906334,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,779,0,557726,good,stable,0,0,50,0,0,50,0.055
Home Loan,645,9,927701,poor,stable,0,25,0,-50,0,0,0.08
Fixed Deposit,762,16,783354,good,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,503,16,672619,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,589,16,463831,excellent,falling,-50,50,0,50,0,50,0.085
Home Loan,559,3,585452,poor,falling,-50,0,0,-50,0,0,0.08
Fixed Deposit,515,16,875748,poor,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,726,17,773920,poor,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,528,19,210631,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,650,1,375112,good,falling,0,0,25,0,-25,0,0.05
Home Loan,744,7,247872,excellent,stable,0,25,0,50,0,75,0.0875
Home Loan,769,12,714407,excellent,stable,50,50,0,50,0,100,0.09
Home Loan,578,19,488201,excellent,falling,-50,50,0,50,0,50,0.085
Fixed Deposit,788,14,253195,excellent,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,652,19,974081,poor,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,776,8,526387,poor,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,778,2,554316,good,stable,0,0,50,0,0,50,0.055
Home Loan,556,2,709230,poor,falling,-50,0,0,-50,0,0,0.08
Home Loan,685,1,608382,poor,rising,0,0,0,-50,0,0,0.08
Fixed Deposit,592,0,367473,good,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,775,13,714577,good,stable,50,50,0,0,0,100,0.09
Fixed Deposit,657,16,395282,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,774,12,116141,good,stable,0,50,25,0,0,75,0.0575
Home Loan,680,18,203415,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,576,14,702595,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,650,13,756182,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,737,1,980507,excellent,stable,0,0,0,50,0,50,0.085
Fixed Deposit,788,6,552009,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,730,16,475305,good,stable,0,50,25,0,0,75,0.0575
Home Loan,517,17,496811,good,rising,-50,50,0,0,0,0,0.08
Fixed Deposit,572,5,395341,excellent,rising,0,0,25,0,25,50,0.055
Home Loan,688,7,918750,excellent,falling,0,25,0,50,0,75,0.0875
Fixed Deposit,516,1,211101,poor,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,518,0,653311,excellent,falling,-50,0,0,50,0,0,0.08
Home Loan,718,15,494540,poor,stable,0,50,0,-50,0,0,0.08
Home Loan,619,6,888394,good,rising,0,25,0,0,0,25,0.0825
Fixed Deposit,600,10,425181,good,falling,0,25,25,0,-25,25,0.052500000000000005
Home Loan,533,14,744402,excellent,rising,-50,50,0,50,0,50,0.085
Home Loan,583,12,661889,good,falling,-50,50,0,0,0,0,0.08
Home Loan,695,1,519596,poor,rising,0,0,0,-50,0,0,0.08
Home Loan,701,13,134859,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,510,5,665221,excellent,rising,-50,0,0,50,0,0,0.08
Fixed Deposit,717,8,95957,excellent,falling,0,25,0,0,-25,0,0.05
Fixed Deposit,752,6,919296,good,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,721,17,962790,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,579,8,880171,excellent,rising,0,25,50,0,25,100,0.060000000000000005
Fixed Deposit,506,3,350877,excellent,rising,0,0,25,0,25,50,0.055
Fixed Deposit,771,8,619677,good,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,726,3,210787,poor,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,515,11,744476,good,stable,-50,50,0,0,0,0,0.08
Fixed Deposit,511,3,893354,excellent,rising,0,0,50,0,25,75,0.0575
Home Loan,790,19,499467,excellent,falling,50,50,0,50,0,100,0.09
Home Loan,740,13,67580,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,520,6,428044,excellent,falling,0,25,25,0,-25,25,0.052500000000000005
Home Loan,677,12,444039,good,falling,0,50,0,0,0,50,0.085
Home Loan,727,7,309073,good,rising,0,25,0,0,0,25,0.0825
Home Loan,772,4,273080,excellent,stable,50,0,0,50,0,100,0.09
Home Loan,787,11,843516,good,stable,50,50,0,0,0,100,0.09
Fixed Deposit,796,12,390135,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,633,19,453823,good,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,782,13,656743,poor,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,652,17,424684,good,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,565,19,426684,good,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,636,3,827585,good,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,591,17,717329,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,758,6,853765,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,602,14,520452,poor,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,554,5,439326,poor,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,756,15,804207,good,rising,50,50,0,0,0,100,0.09
Fixed Deposit,600,19,610956,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,697,7,848377,excellent,falling,0,25,0,50,0,75,0.0875
Home Loan,725,15,676816,good,falling,0,50,0,0,0,50,0.085
Home Loan,736,15,96526,poor,falling,0,50,0,-50,0,0,0.08
Home Loan,525,2,622005,poor,rising,-50,0,0,-50,0,0,0.08
Fixed Deposit,620,16,502642,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,681,8,806530,excellent,rising,0,25,0,50,0,75,0.0875
Fixed Deposit,698,2,265238,good,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,754,19,559740,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,621,6,287644,excellent,stable,0,25,0,50,0,75,0.0875
Fixed Deposit,530,17,402624,good,falling,0,50,25,0,-25,50,0.055
Home Loan,784,11,532112,excellent,stable,50,50,0,50,0,100,0.09
Home Loan,605,18,783709,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,723,15,185673,good,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,772,16,849362,poor,falling,0,50,50,0,-25,75,0.0575
Home Loan,731,19,578621,poor,stable,0,50,0,-50,0,0,0.08
Fixed Deposit,755,14,776295,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,523,0,170384,good,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,608,1,67839,good,stable,0,0,0,0,0,0,0.05
Home Loan,690,7,887769,poor,stable,0,25,0,-50,0,0,0.08
Home Loan,524,1,483420,excellent,rising,-50,0,0,50,0,0,0.08
Fixed Deposit,686,18,70195,poor,stable,0,50,0,0,0,50,0.055
Fixed Deposit,787,8,471064,excellent,falling,0,25,25,0,-25,25,0.052500000000000005
Fixed Deposit,615,8,663517,excellent,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,536,12,949683,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,781,5,162265,good,rising,0,0,25,0,25,50,0.055
Home Loan,636,14,310775,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,726,18,221926,good,falling,0,50,25,0,-25,50,0.055
Home Loan,681,14,938418,poor,stable,0,50,0,-50,0,0,0.08
Fixed Deposit,585,17,363142,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,552,6,248462,good,falling,-50,25,0,0,0,0,0.08
Fixed Deposit,734,10,343702,excellent,stable,0,25,25,0,0,50,0.055
Home Loan,766,7,839417,good,rising,50,25,0,0,0,75,0.0875
Fixed Deposit,786,5,898226,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,599,7,93585,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,586,1,265886,poor,stable,-50,0,0,-50,0,0,0.08
Home Loan,514,18,352408,good,stable,-50,50,0,0,0,0,0.08
Home Loan,600,15,476542,poor,stable,0,50,0,-50,0,0,0.08
Home Loan,664,6,921248,good,stable,0,25,0,0,0,25,0.0825
Home Loan,528,9,608310,poor,stable,-50,25,0,-50,0,0,0.08
Fixed Deposit,613,11,458883,excellent,stable,0,50,25,0,0,75,0.0575
Home Loan,606,16,592353,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,629,6,426526,good,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,583,7,702433,poor,rising,0,25,50,0,25,100,0.060000000000000005
Fixed Deposit,770,6,923623,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,743,3,977510,poor,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,713,2,383963,excellent,rising,0,0,25,0,25,50,0.055
Home Loan,665,18,419302,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,778,14,488292,excellent,stable,50,50,0,50,0,100,0.09
Home Loan,558,3,249933,good,stable,-50,0,0,0,0,0,0.08
Fixed Deposit,589,8,801679,poor,stable,0,25,50,0,0,75,0.0575
Home Loan,693,12,493609,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,622,17,839575,good,rising,0,50,0,0,0,50,0.085
Home Loan,635,15,806701,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,638,0,369649,good,stable,0,0,0,0,0,0,0.08
Home Loan,728,3,455633,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,773,17,212372,good,stable,0,50,25,0,0,75,0.0575
Home Loan,549,7,341040,good,stable,-50,25,0,0,0,0,0.08
Fixed Deposit,617,19,821829,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,701,15,808339,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,690,10,362773,excellent,stable,0,25,25,0,0,50,0.055
Fixed Deposit,680,19,470822,good,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,577,18,614204,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,574,18,111330,poor,rising,-50,50,0,-50,0,0,0.08
Home Loan,794,17,843983,poor,rising,50,50,0,-50,0,50,0.085
Home Loan,780,18,413116,poor,falling,50,50,0,-50,0,50,0.085
Fixed Deposit,520,10,431767,good,stable,0,25,25,0,0,50,0.055
Home Loan,670,2,761782,excellent,falling,0,0,0,50,0,50,0.085
Home Loan,514,7,559068,excellent,stable,-50,25,0,50,0,25,0.0825
Fixed Deposit,710,19,425360,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,547,18,904214,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,585,9,377535,poor,stable,0,25,25,0,0,50,0.055
Fixed Deposit,648,15,417101,excellent,stable,0,50,25,0,0,75,0.0575
Home Loan,687,4,697834,good,rising,0,0,0,0,0,0,0.08
Fixed Deposit,650,19,961438,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,640,8,637699,good,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,568,7,814797,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,759,10,123185,good,stable,50,25,0,0,0,75,0.0875
Fixed Deposit,508,15,549961,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,620,6,706248,poor,rising,0,25,0,-50,0,0,0.08
Fixed Deposit,600,14,550735,poor,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,648,19,177574,excellent,stable,0,50,25,0,0,75,0.0575
Home Loan,645,16,762495,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,742,5,79424,good,stable,0,0,0,0,0,0,0.08
Fixed Deposit,740,14,91559,good,rising,0,50,0,0,25,75,0.0575
Fixed Deposit,542,7,560926,excellent,rising,0,25,50,0,25,100,0.060000000000000005
Fixed Deposit,594,6,298290,poor,rising,0,25,25,0,25,75,0.0575
Home Loan,725,1,323219,good,falling,0,0,0,0,0,0,0.08
Fixed Deposit,505,12,465915,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,713,5,753332,good,stable,0,0,50,0,0,50,0.055
Fixed Deposit,705,4,559968,excellent,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,566,19,322094,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,599,0,710773,good,rising,0,0,50,0,25,75,0.0575
Home Loan,511,17,89305,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,736,14,572037,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,757,9,315713,poor,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,634,2,116778,poor,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,721,4,414777,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,655,12,866517,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,641,7,527061,good,stable,0,25,0,0,0,25,0.0825
Home Loan,657,1,408451,good,rising,0,0,0,0,0,0,0.08
Fixed Deposit,761,8,928606,poor,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,782,16,610451,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,728,17,99592,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,779,12,268223,good,rising,50,50,0,0,0,100,0.09
Home Loan,789,0,238405,poor,stable,50,0,0,-50,0,0,0.08
Fixed Deposit,667,11,429575,poor,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,546,19,582327,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,702,19,189270,good,rising,0,50,0,0,0,50,0.085
Home Loan,713,4,215426,excellent,stable,0,0,0,50,0,50,0.085
Home Loan,745,7,820873,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,523,14,315968,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,773,2,886852,poor,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,543,5,401679,good,rising,0,0,25,0,25,50,0.055
Home Loan,655,12,53436,poor,rising,0,50,0,-50,0,0,0.08
Home Loan,698,11,667838,poor,stable,0,50,0,-50,0,0,0.08
Fixed Deposit,661,18,746217,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,733,17,66057,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,662,0,575598,poor,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,615,6,701201,good,stable,0,25,0,0,0,25,0.0825
Home Loan,592,11,518571,good,stable,-50,50,0,0,0,0,0.08
Home Loan,541,9,819129,good,stable,-50,25,0,0,0,0,0.08
Home Loan,783,11,829276,good,stable,50,50,0,0,0,100,0.09
Fixed Deposit,709,10,640301,excellent,falling,0,25,50,0,-25,50,0.055
Home Loan,705,3,896454,good,stable,0,0,0,0,0,0,0.08
Fixed Deposit,719,18,714266,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,779,5,715228,excellent,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,635,8,592834,excellent,stable,0,25,50,0,0,75,0.0575
Home Loan,605,19,148812,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,617,9,647143,good,rising,0,25,50,0,25,100,0.060000000000000005
Fixed Deposit,736,4,607437,excellent,stable,0,0,50,0,0,50,0.055
Fixed Deposit,599,12,425735,excellent,stable,0,50,25,0,0,75,0.0575
Home Loan,760,8,248453,good,stable,50,25,0,0,0,75,0.0875
Home Loan,785,1,729044,good,falling,50,0,0,0,0,50,0.085
Fixed Deposit,602,17,342002,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,562,0,95330,poor,rising,-50,0,0,-50,0,0,0.08
Fixed Deposit,674,11,829340,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,781,9,764564,excellent,falling,0,25,50,0,-25,50,0.055
Home Loan,792,1,404347,excellent,stable,50,0,0,50,0,100,0.09
Fixed Deposit,725,8,337437,poor,rising,0,25,25,0,25,75,0.0575
Home Loan,506,1,893301,good,stable,-50,0,0,0,0,0,0.08
Home Loan,626,13,926861,excellent,rising,0,50,0,50,0,100,0.09
Fixed Deposit,591,10,185701,excellent,falling,0,25,25,0,-25,25,0.052500000000000005
Home Loan,689,10,55704,good,falling,0,25,0,0,0,25,0.0825
Home Loan,552,16,182848,excellent,rising,-50,50,0,50,0,50,0.085
Fixed Deposit,741,3,238327,good,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,631,12,622569,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,611,6,691260,good,falling,0,25,0,0,0,25,0.0825
Home Loan,506,15,163532,poor,falling,-50,50,0,-50,0,0,0.08
Fixed Deposit,729,0,474452,excellent,rising,0,0,25,0,25,50,0.055
Home Loan,655,12,116780,good,rising,0,50,0,0,0,50,0.085
Home Loan,696,0,968837,poor,stable,0,0,0,-50,0,0,0.08
Home Loan,722,10,250277,good,falling,0,25,0,0,0,25,0.0825
Home Loan,749,5,494162,good,falling,0,0,0,0,0,0,0.08
Home Loan,582,19,294955,good,stable,-50,50,0,0,0,0,0.08
Home Loan,739,2,367477,poor,rising,0,0,0,-50,0,0,0.08
Home Loan,762,11,732637,excellent,rising,50,50,0,50,0,100,0.09
Fixed Deposit,688,4,755966,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,789,8,707293,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,557,11,738874,poor,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,508,9,303130,poor,stable,0,25,25,0,0,50,0.055
Fixed Deposit,614,18,288408,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,709,4,664181,excellent,falling,0,0,0,50,0,50,0.085
Home Loan,540,4,797967,poor,stable,-50,0,0,-50,0,0,0.08
Home Loan,672,8,899390,excellent,rising,0,25,0,50,0,75,0.0875
Home Loan,733,19,974331,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,780,16,80844,excellent,falling,0,50,0,0,-25,25,0.052500000000000005
Home Loan,577,9,426645,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,607,0,927632,good,rising,0,0,0,0,0,0,0.08
Fixed Deposit,780,15,575080,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,538,14,482911,good,rising,-50,50,0,0,0,0,0.08
Home Loan,618,16,657475,poor,rising,0,50,0,-50,0,0,0.08
Fixed Deposit,526,19,92510,excellent,stable,0,50,0,0,0,50,0.055
Home Loan,603,12,482353,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,573,0,163104,poor,stable,-50,0,0,-50,0,0,0.08
Home Loan,690,7,778770,good,rising,0,25,0,0,0,25,0.0825
Home Loan,646,4,525428,excellent,rising,0,0,0,50,0,50,0.085
Home Loan,754,5,876064,excellent,stable,50,0,0,50,0,100,0.09
Fixed Deposit,783,19,742150,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,712,13,395712,good,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,622,10,835139,excellent,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,705,5,474101,good,rising,0,0,25,0,25,50,0.055
Fixed Deposit,739,10,115214,excellent,stable,0,25,25,0,0,50,0.055
Fixed Deposit,785,12,619158,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,521,11,833577,excellent,falling,-50,50,0,50,0,50,0.085
Fixed Deposit,758,1,98110,good,stable,0,0,0,0,0,0,0.05
Fixed Deposit,604,2,945846,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,757,3,573538,excellent,stable,50,0,0,50,0,100,0.09
Home Loan,703,16,710531,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,761,5,190661,good,falling,0,0,25,0,-25,0,0.05
Home Loan,606,6,68077,good,rising,0,25,0,0,0,25,0.0825
Fixed Deposit,750,14,901306,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,720,10,515462,excellent,rising,0,25,0,50,0,75,0.0875
Fixed Deposit,721,2,296797,good,falling,0,0,25,0,-25,0,0.05
Home Loan,757,5,528988,excellent,stable,50,0,0,50,0,100,0.09
Home Loan,700,1,219299,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,757,13,458153,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,724,8,321898,poor,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,701,17,337832,good,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,725,18,843480,poor,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,735,11,334712,poor,stable,0,50,25,0,0,75,0.0575
Home Loan,682,12,934015,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,699,11,460761,poor,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,745,11,144449,good,falling,0,50,25,0,-25,50,0.055
Home Loan,610,17,619505,poor,rising,0,50,0,-50,0,0,0.08
Home Loan,505,8,229194,good,rising,-50,25,0,0,0,0,0.08
Fixed Deposit,735,16,573048,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,626,15,214818,good,falling,0,50,0,0,0,50,0.085
Home Loan,603,16,976213,excellent,rising,0,50,0,50,0,100,0.09
Fixed Deposit,736,7,177873,poor,falling,0,25,25,0,-25,25,0.052500000000000005
Home Loan,654,10,337502,excellent,rising,0,25,0,50,0,75,0.0875
Home Loan,756,1,164064,excellent,rising,50,0,0,50,0,100,0.09
Fixed Deposit,734,7,847455,excellent,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,788,11,669675,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,539,0,734116,excellent,rising,-50,0,0,50,0,0,0.08
Home Loan,787,12,759641,excellent,rising,50,50,0,50,0,100,0.09
Fixed Deposit,696,16,136728,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,772,13,228331,good,falling,50,50,0,0,0,100,0.09
Home Loan,763,13,724199,excellent,falling,50,50,0,50,0,100,0.09
Home Loan,556,15,863842,excellent,rising,-50,50,0,50,0,50,0.085
Fixed Deposit,797,16,155696,poor,falling,0,50,25,0,-25,50,0.055
Home Loan,597,5,323591,excellent,rising,-50,0,0,50,0,0,0.08
Home Loan,636,6,167954,excellent,stable,0,25,0,50,0,75,0.0875
Fixed Deposit,586,0,136569,excellent,rising,0,0,25,0,25,50,0.055
Home Loan,741,14,287963,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,698,19,781025,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,583,17,932326,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,741,12,850339,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,780,1,71637,excellent,stable,0,0,0,0,0,0,0.05
Fixed Deposit,751,18,743556,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,689,14,989873,good,stable,0,50,0,0,0,50,0.085
Home Loan,651,11,800377,excellent,rising,0,50,0,50,0,100,0.09
Fixed Deposit,777,14,278289,excellent,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,638,17,707949,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,675,13,73560,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,507,5,839466,excellent,rising,0,0,50,0,25,75,0.0575
Home Loan,794,11,181241,good,stable,50,50,0,0,0,100,0.09
Fixed Deposit,734,19,666737,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,662,5,577527,excellent,rising,0,0,0,50,0,50,0.085
Fixed Deposit,548,8,577703,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,537,3,528704,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,635,16,913376,excellent,rising,0,50,0,50,0,100,0.09
Fixed Deposit,718,1,184556,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,795,15,366131,good,falling,50,50,0,0,0,100,0.09
Home Loan,533,13,68225,excellent,rising,-50,50,0,50,0,50,0.085
Home Loan,578,7,130459,good,falling,-50,25,0,0,0,0,0.08
Home Loan,735,13,564782,good,falling,0,50,0,0,0,50,0.085
Home Loan,772,1,766464,good,rising,50,0,0,0,0,50,0.085
Fixed Deposit,660,15,333080,poor,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,674,3,876044,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,720,0,931965,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,508,19,433021,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,788,13,414413,good,rising,50,50,0,0,0,100,0.09
Fixed Deposit,612,7,614240,good,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,704,2,895377,excellent,stable,0,0,50,0,0,50,0.055
Fixed Deposit,685,4,792759,good,stable,0,0,50,0,0,50,0.055
Fixed Deposit,696,5,317524,poor,falling,0,0,25,0,-25,0,0.05
Home Loan,765,7,755658,excellent,stable,50,25,0,50,0,100,0.09
Home Loan,761,5,655109,poor,falling,50,0,0,-50,0,0,0.08
Fixed Deposit,747,5,470476,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,614,3,476095,excellent,rising,0,0,25,0,25,50,0.055
Home Loan,620,6,197215,excellent,falling,0,25,0,50,0,75,0.0875
Fixed Deposit,640,18,886176,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,564,6,778309,good,rising,-50,25,0,0,0,0,0.08
Home Loan,775,2,212650,good,rising,50,0,0,0,0,50,0.085
Home Loan,738,7,392406,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,509,0,369475,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,732,0,666839,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,694,13,900247,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,511,5,559142,poor,rising,-50,0,0,-50,0,0,0.08
Fixed Deposit,676,9,121519,excellent,falling,0,25,25,0,-25,25,0.052500000000000005
Fixed Deposit,676,13,200250,poor,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,716,3,142526,excellent,rising,0,0,25,0,25,50,0.055
Home Loan,510,5,781217,excellent,rising,-50,0,0,50,0,0,0.08
Home Loan,617,15,241269,excellent,stable,0,50,0,50,0,100,0.09
