credit_score,years_with_bank,deposit_amount,repayment_history,market_trend,credit_score_adjustment,years_with_bank_adjustment,deposit_amount_adjustment,repayment_history_adjustment,market_trend_adjustment,final_interest_rate_adjustment_bps,adjusted_interest_rate,product_type
410,10,85222903,excellent,stable,-67,79,83,100,15,210,9.6,Fixed Deposits
474,8,49378917,excellent,stable,-90,32,78,100,9,129,8.79,Fixed Deposits
805,10,78308923,excellent,falling,69,86,55,92,-27,275,10.25,Fixed Deposits
420,1,51333194,excellent,falling,-58,-5,53,74,-31,33,7.83,Home Loans
815,12,70615906,good,stable,56,57,50,-11,12,164,9.14,Fixed Deposits
592,7,94146831,good,stable,-5,39,84,-16,0,102,8.52,Fixed Deposits
839,7,23286692,excellent,falling,60,35,97,69,-40,221,9.71,Fixed Deposits
570,0,26588025,excellent,falling,11,15,96,65,-31,156,9.06,Fixed Deposits
822,5,6507284,poor,falling,72,8,50,-66,-31,33,7.83,Fixed Deposits
882,12,86524308,excellent,stable,93,88,78,83,17,-187,7.58,Home Loans
843,8,64551828,excellent,rising,80,40,60,70,39,289,10.39,Home Loans
431,5,59279239,good,falling,-83,-19,100,20,-45,-27,8.41,Fixed Deposits
871,14,25402959,poor,rising,73,53,53,-54,32,157,9.07,Fixed Deposits
361,15,53245954,poor,stable,-79,81,71,-61,-17,-5,7.7,Home Loans
612,3,73668098,excellent,rising,11,11,82,50,42,196,9.46,Home Loans
798,16,47785082,good,rising,96,95,83,-1,30,149,8.99,Fixed Deposits
541,8,75916529,excellent,rising,18,46,80,95,41,280,10.3,Fixed Deposits
463,11,42642131,poor,falling,-100,56,59,-87,-28,-100,7.77,Home Loans
375,18,69618261,excellent,stable,-51,62,84,68,5,168,9.18,Home Loans
848,19,33055789,excellent,stable,55,67,77,57,-10,246,9.96,Home Loans
857,11,4784575,poor,stable,87,91,47,-60,25,190,9.4,Home Loans
894,5,63975024,poor,falling,78,8,98,-86,-26,72,8.22,Home Loans
411,11,58774658,good,rising,-58,62,61,18,46,129,8.79,Home Loans
578,8,29683741,excellent,stable,-15,26,78,67,-10,146,8.96,Fixed Deposits
384,19,69029448,excellent,stable,-85,78,51,50,19,113,8.63,Home Loans
805,4,22321148,poor,falling,55,21,62,-54,-39,45,7.95,Fixed Deposits
851,2,96554261,good,rising,50,-21,85,7,33,154,9.04,Home Loans
374,1,46043987,excellent,falling,-53,5,96,50,-45,53,8.03,Home Loans
381,7,38816312,excellent,rising,-66,35,75,83,28,155,9.05,Home Loans
361,9,58259366,poor,rising,-77,30,66,-97,30,-48,8.38,Home Loans
668,14,56631238,good,rising,12,100,92,-9,41,236,9.86,Home Loans
350,8,93934924,good,rising,-98,39,82,-24,50,49,7.99,Home Loans
784,9,34254130,excellent,stable,100,28,71,88,-16,271,10.21,Fixed Deposits
485,10,73039491,good,stable,-61,56,51,-16,14,44,7.94,Home Loans
545,8,49789996,poor,rising,-24,47,59,-59,27,50,8.0,Fixed Deposits
482,13,1230823,excellent,stable,-50,80,31,94,21,176,9.26,Home Loans
435,4,7395827,good,falling,-86,-9,50,11,-30,-64,7.96,Fixed Deposits
825,8,3672106,excellent,falling,71,34,46,75,-30,196,9.46,Home Loans
673,3,62805215,excellent,stable,20,-4,60,76,-7,145,8.95,Home Loans
529,1,33036006,good,falling,20,4,71,13,-40,68,8.18,Fixed Deposits
865,18,64680925,poor,stable,53,78,73,-76,-20,108,8.58,Home Loans
524,0,96819241,good,rising,-2,-9,78,3,33,103,8.53,Fixed Deposits
370,0,24932481,excellent,rising,-82,17,100,95,35,165,9.15,Home Loans
454,11,72103849,excellent,rising,-71,70,59,67,27,152,9.02,Home Loans
792,10,97681053,poor,stable,71,71,83,-79,15,161,9.11,Fixed Deposits
398,0,21243443,excellent,falling,-62,22,95,100,-38,117,8.67,Home Loans
877,13,57544911,poor,falling,97,88,74,-75,-27,157,9.07,Fixed Deposits
494,10,19441321,excellent,rising,-61,89,70,75,29,202,9.52,Home Loans
689,6,52923408,poor,stable,1,40,88,-80,-13,36,7.86,Home Loans
703,1,70114084,poor,stable,-11,22,62,-80,-11,-18,8.2,Fixed Deposits
424,14,81661175,excellent,falling,-64,71,51,91,-42,107,8.57,Home Loans
668,7,66093475,good,rising,-25,47,55,-18,31,90,8.4,Fixed Deposits
436,19,38323808,excellent,rising,-89,53,50,51,27,92,8.42,Fixed Deposits
391,14,24811413,excellent,falling,-92,75,77,95,-25,130,8.8,Fixed Deposits
442,7,23921819,excellent,falling,-82,31,71,83,-38,65,8.15,Home Loans
856,9,67973707,good,rising,67,50,60,-14,42,205,9.55,Home Loans
878,18,1194027,excellent,rising,88,66,31,98,35,-22,8.41,Home Loans
614,2,13467455,good,stable,-15,-23,54,-8,-23,-15,7.8,Fixed Deposits
641,19,72746617,excellent,falling,-15,66,67,66,-35,149,8.99,Home Loans
813,13,72882700,excellent,rising,79,92,69,64,34,-192,7.65,Home Loans
446,8,14733157,good,falling,-81,32,61,-23,-42,-53,8.05,Home Loans
444,8,96568617,good,rising,-86,43,70,-5,39,61,8.11,Home Loans
675,5,53728438,good,stable,-1,13,76,-7,17,98,8.48,Fixed Deposits
423,7,58243442,good,stable,-52,42,99,6,-3,92,8.42,Home Loans
685,10,18874783,poor,rising,-23,77,90,-90,34,88,8.38,Home Loans
417,7,5945304,excellent,rising,-58,45,26,67,50,130,8.8,Fixed Deposits
426,11,8141591,excellent,rising,-75,64,42,78,48,157,9.07,Home Loans
557,9,40095382,good,falling,19,43,83,-23,-45,77,8.27,Home Loans
570,3,89148187,good,rising,2,0,51,24,49,126,8.76,Home Loans
611,15,10161413,good,stable,-20,84,63,-22,12,117,8.67,Home Loans
759,19,68181882,good,stable,95,65,88,2,-13,237,9.87,Home Loans
680,5,9915107,excellent,stable,6,-11,25,58,-11,67,8.17,Home Loans
693,8,44181892,excellent,falling,-15,29,77,87,-38,140,8.9,Fixed Deposits
423,4,56632820,good,stable,-88,20,90,-19,9,12,7.62,Home Loans
603,5,12633303,excellent,stable,-9,-2,76,50,-24,91,8.41,Fixed Deposits
681,16,2806334,excellent,stable,20,51,46,84,-25,176,9.26,Fixed Deposits
747,16,65937203,excellent,stable,20,85,61,96,15,277,10.27,Fixed Deposits
694,12,53802392,excellent,rising,10,94,50,83,46,283,10.33,Home Loans
804,16,86083280,good,falling,79,97,82,-17,-47,194,9.44,Home Loans
464,13,86614125,excellent,rising,-97,80,90,75,45,193,9.43,Home Loans
662,1,90579290,poor,stable,-12,4,97,-93,20,16,7.66,Fixed Deposits
577,18,10887463,good,stable,20,61,98,-7,-2,170,9.2,Fixed Deposits
594,2,58356542,excellent,rising,2,11,50,75,38,176,9.26,Home Loans
875,1,74468038,excellent,rising,56,-5,54,95,41,241,9.91,Fixed Deposits
877,1,60415892,excellent,rising,65,-14,97,59,38,245,9.95,Fixed Deposits
776,6,57958335,good,rising,63,50,54,17,32,216,9.66,Fixed Deposits
391,3,23901075,excellent,falling,-64,14,56,79,-44,41,7.91,Fixed Deposits
814,16,62080432,excellent,falling,88,86,69,89,-42,290,10.4,Fixed Deposits
627,5,44770859,excellent,rising,23,9,75,85,44,236,9.86,Home Loans
368,6,99485172,good,rising,-74,46,98,5,45,120,8.7,Home Loans
415,19,21941385,good,falling,-71,94,55,-18,-43,17,7.67,Fixed Deposits
516,5,81041962,good,rising,-11,10,75,16,27,117,8.67,Fixed Deposits
752,8,62645644,poor,falling,88,45,52,-54,-25,106,8.56,Fixed Deposits
758,19,85973279,excellent,rising,91,57,88,62,25,-60,7.9,Fixed Deposits
461,3,23889731,good,stable,-83,1,63,11,23,15,7.65,Home Loans
623,4,67548673,excellent,rising,-15,1,98,79,35,198,9.48,Fixed Deposits
756,18,600985,good,rising,71,85,38,-11,50,233,9.83,Home Loans
722,9,99594268,good,rising,20,31,69,9,40,169,9.19,Fixed Deposits
388,17,20495381,excellent,stable,-97,52,93,52,-20,80,8.3,Fixed Deposits
454,14,73397536,excellent,rising,-98,53,58,78,26,117,8.67,Fixed Deposits
673,0,92840713,poor,stable,-2,-2,55,-77,15,-11,8.31,Fixed Deposits
763,4,51473078,excellent,rising,63,-18,51,94,45,235,9.85,Fixed Deposits
778,4,70260527,excellent,rising,52,19,87,72,35,265,10.15,Fixed Deposits
410,7,28250967,poor,stable,-70,37,90,-92,-21,-56,7.52,Home Loans
656,19,17750171,good,rising,9,58,92,-24,42,177,9.27,Home Loans
703,14,38631131,good,rising,5,69,82,-11,35,180,9.3,Fixed Deposits
742,16,76215203,poor,rising,-14,69,93,-69,37,116,8.66,Fixed Deposits
553,18,13812190,excellent,stable,-16,54,54,67,17,176,9.26,Home Loans
607,12,59976140,excellent,falling,-6,95,62,78,-45,184,9.34,Fixed Deposits
835,9,83682603,good,stable,67,29,64,14,1,175,9.25,Home Loans
866,16,98683358,good,rising,93,84,94,-23,45,293,10.43,Fixed Deposits
795,4,73522490,excellent,rising,85,-25,83,82,40,265,10.15,Home Loans
529,17,11510646,excellent,rising,25,91,58,56,43,273,10.23,Fixed Deposits
691,16,39036805,excellent,rising,-7,64,75,79,38,249,9.99,Fixed Deposits
482,3,92035220,poor,rising,-84,-9,79,-74,50,-38,8.09,Home Loans
792,6,23957708,excellent,rising,89,36,71,87,33,3,7.53,Fixed Deposits
602,4,96838771,poor,rising,-15,20,74,-72,47,54,8.04,Fixed Deposits
614,7,9631354,poor,rising,-21,48,32,-70,37,26,7.76,Home Loans
442,7,78298542,good,rising,-64,28,53,-25,38,30,7.8,Home Loans
760,10,31673475,good,rising,94,92,96,15,49,-7,8.03,Fixed Deposits
487,8,31535043,excellent,rising,-65,50,77,92,50,204,9.54,Home Loans
557,18,82921676,excellent,stable,19,64,86,76,-22,223,9.73,Home Loans
656,18,86745723,good,rising,22,63,59,1,27,172,9.22,Fixed Deposits
615,8,76555417,excellent,rising,18,42,58,78,26,222,9.72,Home Loans
667,19,45882905,excellent,rising,-12,71,85,54,45,243,9.93,Home Loans
462,16,76443726,good,rising,-73,58,50,-23,41,53,8.03,Fixed Deposits
727,15,78286865,excellent,falling,-17,96,79,78,-45,191,9.41,Home Loans
803,6,18787902,good,rising,87,45,60,15,26,233,9.83,Fixed Deposits
540,2,21275483,excellent,stable,3,-23,74,88,18,160,9.1,Fixed Deposits
789,18,49924373,excellent,stable,74,80,60,62,-14,262,10.12,Home Loans
536,7,75682299,excellent,stable,-18,37,90,82,-1,190,9.4,Fixed Deposits
716,4,50942132,poor,falling,22,-24,54,-81,-30,-59,8.36,Home Loans
438,5,33168244,poor,falling,-82,21,76,-98,-33,-116,8.09,Home Loans
536,1,13019472,excellent,rising,-24,-12,72,55,28,119,8.69,Fixed Deposits
481,18,75543128,excellent,rising,-95,56,68,92,30,151,9.01,Fixed Deposits
725,12,30595807,poor,stable,4,78,52,-84,-6,44,7.94,Fixed Deposits
448,5,29587549,excellent,falling,-99,-22,57,96,-30,2,7.52,Home Loans
383,5,86068806,excellent,falling,-50,-22,97,53,-31,47,7.97,Fixed Deposits
520,1,60254308,excellent,rising,-7,-2,98,82,44,215,9.65,Home Loans
715,4,31893859,good,rising,-13,16,85,7,43,138,8.88,Fixed Deposits
408,10,53130972,excellent,stable,-52,70,64,55,4,141,8.91,Fixed Deposits
530,10,27177341,excellent,rising,-18,100,62,90,27,261,10.11,Fixed Deposits
368,13,3277469,good,stable,-92,94,33,-12,-6,17,7.67,Home Loans
575,12,48879844,excellent,stable,-3,77,59,95,-18,210,9.6,Home Loans
822,7,97538423,good,rising,86,30,83,-19,45,225,9.75,Home Loans
444,14,70286752,good,falling,-93,57,79,-20,-35,-12,8.51,Home Loans
646,11,66257703,excellent,falling,-17,91,74,100,-28,220,9.7,Fixed Deposits
524,2,46710225,excellent,rising,-10,-9,55,52,46,134,8.84,Fixed Deposits
571,4,33186500,good,stable,-10,-17,86,11,-25,45,7.95,Fixed Deposits
403,5,18292091,excellent,stable,-89,20,66,71,-24,44,7.94,Fixed Deposits
752,1,31651203,excellent,rising,74,-6,85,87,34,274,10.24,Fixed Deposits
667,7,44609858,good,rising,-15,29,89,-18,29,114,8.64,Home Loans
698,4,52069075,good,rising,-8,9,81,-2,50,130,8.8,Home Loans
792,16,74277252,excellent,falling,62,90,71,62,-32,253,10.03,Fixed Deposits
889,1,61630299,excellent,rising,84,3,82,62,36,267,10.17,Fixed Deposits
631,10,89560856,excellent,rising,-8,61,71,50,48,222,9.72,Home Loans
709,3,29928721,good,rising,17,6,85,25,48,181,9.31,Home Loans
357,10,7531405,good,rising,-71,80,42,15,42,108,8.58,Home Loans
840,8,79356252,good,rising,92,25,77,10,30,234,9.84,Fixed Deposits
690,5,15399771,good,rising,11,17,62,6,47,143,8.93,Fixed Deposits
821,1,88253645,poor,stable,79,-21,67,-96,-12,17,7.67,Fixed Deposits
598,14,83525459,excellent,stable,-23,100,72,98,-23,224,9.74,Fixed Deposits
584,4,31959644,excellent,stable,3,10,84,56,-1,152,9.02,Home Loans
432,11,96758057,poor,stable,-76,61,67,-51,19,20,7.7,Fixed Deposits
442,12,41547028,excellent,rising,-99,65,59,94,31,150,9.0,Fixed Deposits
743,16,3429469,excellent,stable,21,65,43,81,-9,201,9.51,Fixed Deposits
617,3,57928052,excellent,rising,-21,-5,51,77,33,135,8.85,Fixed Deposits
766,9,98595969,poor,rising,80,25,63,-68,30,130,8.8,Fixed Deposits
878,0,34633290,excellent,rising,54,0,81,95,30,260,10.1,Fixed Deposits
602,10,49190869,excellent,rising,-5,52,79,63,47,236,9.86,Fixed Deposits
471,15,71838575,good,rising,-53,72,68,-13,26,100,8.5,Home Loans
359,10,7380483,excellent,rising,-52,74,29,78,35,164,9.14,Fixed Deposits
665,8,97509904,poor,stable,0,46,97,-51,8,100,8.5,Fixed Deposits
622,1,95698038,excellent,stable,-19,-6,81,89,21,166,9.16,Home Loans
655,6,92972953,good,rising,4,39,59,-25,26,103,8.53,Home Loans
559,18,94530610,excellent,falling,8,98,54,96,-44,212,9.62,Fixed Deposits
813,17,80289132,poor,stable,77,85,63,-52,-16,157,9.07,Fixed Deposits
765,19,1669590,poor,falling,63,84,31,-52,-26,100,8.5,Home Loans
565,6,10327318,good,stable,-8,35,91,1,-24,95,8.45,Home Loans
429,8,68605345,poor,rising,-57,25,92,-71,41,30,7.8,Fixed Deposits
829,11,98823342,excellent,falling,66,54,68,83,-34,237,9.87,Home Loans
896,2,87171559,poor,falling,74,-22,60,-55,-33,24,7.74,Fixed Deposits
367,15,97874169,good,rising,-95,57,84,-25,38,59,8.09,Home Loans
514,6,95331587,poor,rising,-21,35,88,-67,27,62,8.12,Fixed Deposits
874,4,16321715,good,rising,70,17,95,-19,41,204,9.54,Fixed Deposits
551,6,67561395,excellent,falling,13,42,87,50,-27,165,9.15,Fixed Deposits
695,18,41213643,good,rising,24,76,71,16,39,226,9.76,Home Loans
715,16,82373060,excellent,stable,-6,59,94,67,-4,210,9.6,Fixed Deposits
797,15,24647730,good,stable,60,94,95,9,25,283,10.33,Fixed Deposits
862,18,90481500,excellent,rising,54,69,79,99,49,-163,7.54,Fixed Deposits
668,17,93567341,excellent,stable,12,81,79,68,-6,234,9.84,Fixed Deposits
566,18,50665468,poor,stable,13,97,96,-88,-10,108,8.58,Home Loans
383,3,64745457,poor,rising,-66,1,99,-78,49,5,7.55,Home Loans
615,0,21020488,poor,rising,9,23,60,-99,39,32,7.82,Fixed Deposits
429,3,45420536,good,falling,-76,-8,71,-23,-46,-82,8.01,Home Loans
762,3,89518502,good,stable,79,0,59,-4,-11,123,8.73,Fixed Deposits
601,8,46742378,good,stable,-24,50,92,10,-11,117,8.67,Home Loans
361,7,16086048,excellent,rising,-81,27,68,98,48,160,9.1,Home Loans
750,1,23218130,poor,rising,10,2,64,-93,42,25,7.75,Fixed Deposits
631,5,85782585,poor,falling,11,-25,84,-78,-46,-54,8.49,Fixed Deposits
461,10,81503708,good,stable,-99,83,84,-18,-25,25,7.75,Fixed Deposits
727,3,56855184,poor,rising,22,0,50,-76,25,21,7.71,Home Loans
617,13,6285518,good,stable,18,55,39,9,-23,98,8.48,Fixed Deposits
647,8,49285394,excellent,stable,21,42,94,96,23,276,10.26,Fixed Deposits
666,1,93016687,poor,rising,1,23,96,-90,46,76,8.26,Fixed Deposits
858,0,50897993,excellent,falling,81,20,67,90,-29,229,9.79,Fixed Deposits
895,3,56959948,good,rising,53,-1,75,17,45,189,9.39,Home Loans
714,11,83448280,excellent,stable,1,66,67,55,20,209,9.59,Home Loans
896,4,26862887,good,rising,79,0,90,16,33,218,9.68,Home Loans
620,8,58239921,good,rising,-23,45,67,16,28,133,8.83,Home Loans
823,3,38029775,good,falling,95,6,92,24,-32,185,9.35,Fixed Deposits
886,15,42083904,good,stable,94,74,67,19,9,263,10.13,Fixed Deposits
583,1,74152912,excellent,stable,1,6,81,66,-25,129,8.79,Home Loans
408,15,89183307,good,rising,-63,90,87,10,28,152,9.02,Home Loans
600,15,80262313,poor,falling,10,68,76,-83,-28,43,7.93,Fixed Deposits
435,10,92746362,excellent,rising,-100,51,98,82,48,179,9.29,Fixed Deposits
739,0,54767217,excellent,stable,9,9,78,67,20,183,9.33,Home Loans
529,14,92781400,excellent,falling,-14,65,98,56,-29,176,9.26,Home Loans
498,3,35789930,poor,rising,-66,-10,90,-72,47,-11,8.46,Home Loans
470,17,69147612,good,rising,-83,82,69,-21,45,92,8.42,Fixed Deposits
605,16,44935066,poor,falling,20,100,84,-85,-37,82,8.32,Fixed Deposits
658,6,34618049,good,falling,11,42,72,5,-43,87,8.37,Fixed Deposits
408,17,74317533,excellent,stable,-78,73,61,54,-10,100,8.5,Fixed Deposits
418,12,31878298,good,rising,-68,80,84,-16,27,107,8.57,Fixed Deposits
795,19,8252890,excellent,stable,63,91,28,78,-2,258,10.08,Fixed Deposits
737,19,52040598,excellent,rising,18,72,91,78,50,-180,7.73,Fixed Deposits
435,9,11839513,excellent,rising,-100,41,77,65,31,114,8.64,Home Loans
576,0,63498936,excellent,rising,1,7,86,53,49,196,9.46,Home Loans
533,1,30189087,excellent,rising,-2,11,69,50,30,158,9.08,Home Loans
671,16,96374884,excellent,rising,-24,85,84,57,37,239,9.89,Fixed Deposits
667,2,25493973,excellent,rising,-14,-7,56,77,50,162,9.12,Fixed Deposits
748,16,97234586,excellent,stable,-13,70,83,50,0,190,9.4,Fixed Deposits
642,11,78934750,good,stable,1,88,55,2,4,150,9.0,Fixed Deposits
642,11,89598937,excellent,falling,-6,89,68,52,-49,154,9.04,Fixed Deposits
834,19,46256882,excellent,rising,96,68,91,99,35,-44,8.34,Fixed Deposits
796,9,33542578,excellent,rising,97,32,57,51,45,282,10.32,Fixed Deposits
761,6,35083571,good,stable,100,50,97,-1,-17,229,9.79,Fixed Deposits
857,9,66219479,good,rising,86,33,79,11,31,240,9.9,Fixed Deposits
593,17,28059424,poor,rising,8,100,51,-90,36,105,8.55,Fixed Deposits
769,5,26298335,poor,stable,55,-8,65,-55,-15,42,7.92,Fixed Deposits
503,6,40977791,excellent,rising,-18,38,95,67,39,221,9.71,Fixed Deposits
773,16,66828057,excellent,falling,70,67,73,91,-39,262,10.12,Fixed Deposits
622,11,79032476,excellent,stable,13,86,74,88,9,270,10.2,Fixed Deposits
869,16,72721373,poor,rising,70,77,62,-61,42,190,9.4,Fixed Deposits
477,17,19824523,good,rising,-56,82,58,-6,48,126,8.76,Home Loans
722,13,32426680,excellent,stable,-20,55,79,66,14,194,9.44,Home Loans
508,10,68192810,excellent,stable,15,56,58,56,21,206,9.56,Fixed Deposits
525,1,62721968,excellent,falling,18,-21,89,97,-35,148,8.98,Fixed Deposits
560,0,67533857,excellent,stable,4,1,56,66,23,150,9.0,Fixed Deposits
796,10,1729049,poor,rising,59,57,40,-97,42,101,8.51,Fixed Deposits
516,1,10904507,good,rising,-15,12,87,10,45,139,8.89,Fixed Deposits
809,15,6981530,good,stable,50,82,35,4,19,190,9.4,Home Loans
706,2,1732346,excellent,rising,-16,-14,43,50,45,108,8.58,Fixed Deposits
653,19,21595580,excellent,stable,-1,86,89,84,-10,248,9.98,Fixed Deposits
582,0,12204151,good,stable,-10,11,100,-14,-19,68,8.18,Fixed Deposits
676,19,83132972,good,stable,-7,64,64,-9,-21,91,8.41,Fixed Deposits
531,7,84863078,excellent,rising,-16,41,60,65,36,186,9.36,Home Loans
683,18,46478710,good,stable,21,86,58,2,15,182,9.32,Home Loans
378,0,9109953,poor,rising,-87,25,40,-69,25,-66,8.32,Fixed Deposits
442,4,59367187,excellent,stable,-98,16,74,95,5,92,8.42,Fixed Deposits
679,0,50260992,good,stable,-22,3,81,9,-5,66,8.16,Home Loans
533,10,71032323,excellent,stable,14,52,94,68,-23,205,9.55,Fixed Deposits
444,8,78975944,good,rising,-68,35,59,3,34,63,8.13,Home Loans
702,4,74574265,excellent,stable,-6,0,59,78,-15,116,8.66,Fixed Deposits
614,1,1402189,good,stable,-11,14,49,25,-4,73,8.23,Home Loans
368,12,24339906,excellent,rising,-94,94,69,65,41,175,9.25,Home Loans
848,17,69394265,excellent,falling,93,55,90,53,-33,258,10.08,Home Loans
488,11,97204534,good,stable,-98,84,83,-5,-1,63,8.13,Fixed Deposits
874,13,34340212,good,stable,76,73,50,23,15,237,9.87,Home Loans
604,4,89212041,poor,rising,11,25,81,-50,42,109,8.59,Home Loans
434,9,10915082,good,falling,-72,31,89,18,-31,35,7.85,Fixed Deposits
807,19,40972218,good,stable,75,83,80,-25,4,217,9.67,Home Loans
881,1,60318912,good,stable,76,-2,97,-7,5,169,9.19,Fixed Deposits
441,3,51416591,excellent,stable,-76,-7,60,100,-13,64,8.14,Fixed Deposits
418,11,23365363,excellent,rising,-61,62,90,93,34,218,9.68,Fixed Deposits
386,10,41805585,excellent,rising,-58,92,68,75,43,220,9.7,Home Loans
489,3,18403648,excellent,rising,-50,-17,99,61,48,141,8.91,Fixed Deposits
527,10,61362888,excellent,rising,4,68,56,66,25,219,9.69,Home Loans
486,8,17127267,poor,stable,-57,43,78,-64,15,15,7.65,Fixed Deposits
539,9,80291276,poor,rising,-6,45,91,-73,44,101,8.51,Home Loans
691,5,56450339,poor,stable,-19,6,87,-65,22,31,7.81,Fixed Deposits
354,14,23052443,poor,stable,-72,95,85,-72,-12,24,7.74,Home Loans
606,9,21656018,excellent,rising,20,36,82,54,32,224,9.74,Fixed Deposits
592,5,78846384,excellent,rising,8,3,85,87,32,215,9.65,Fixed Deposits
764,0,96698293,good,stable,75,7,75,-23,12,146,8.96,Home Loans
692,19,38964778,poor,rising,1,50,78,-86,34,77,8.27,Home Loans
728,3,62242540,excellent,rising,18,23,78,52,49,220,9.7,Home Loans
495,13,42662495,good,stable,-92,53,84,-13,14,46,7.96,Home Loans
672,19,10383041,excellent,stable,-4,62,52,54,-12,152,9.02,Home Loans
471,19,15224102,excellent,stable,-89,72,95,70,25,173,9.23,Fixed Deposits
601,7,43455964,excellent,stable,-20,35,54,90,-12,147,8.97,Home Loans
660,10,24993744,excellent,falling,-20,99,82,72,-45,188,9.38,Home Loans
824,14,73702669,poor,rising,76,61,60,-54,26,169,9.19,Home Loans
841,18,14316476,excellent,falling,68,68,55,71,-34,228,9.78,Home Loans
696,7,50132599,poor,rising,-20,44,51,-67,45,53,8.03,Fixed Deposits
836,12,33148303,excellent,stable,98,82,62,90,13,-117,8.47,Home Loans
822,17,7490622,poor,stable,66,67,25,-75,2,85,8.35,Home Loans
731,16,48318340,good,stable,3,83,76,21,12,195,9.45,Home Loans
629,5,74127729,good,falling,-3,4,89,5,-36,59,8.09,Fixed Deposits
421,14,19445089,excellent,rising,-84,92,91,84,28,211,9.61,Fixed Deposits
870,12,38019564,good,rising,70,96,64,-19,28,239,9.89,Home Loans
715,17,8358130,poor,rising,-16,96,27,-61,33,79,8.29,Fixed Deposits
443,10,95588581,excellent,rising,-58,55,79,94,36,206,9.56,Fixed Deposits
722,12,44838748,excellent,stable,-18,53,55,81,9,180,9.3,Home Loans
688,0,46441172,excellent,rising,-12,-14,83,71,37,165,9.15,Home Loans
786,17,12328987,excellent,falling,80,72,70,96,-33,285,10.35,Fixed Deposits
685,4,38943797,excellent,stable,25,2,81,55,-9,154,9.04,Fixed Deposits
841,5,67349456,good,rising,67,-15,69,-5,42,158,9.08,Fixed Deposits
389,0,76098065,excellent,rising,-54,2,84,94,28,154,9.04,Home Loans
708,6,34034673,good,rising,4,32,58,13,49,156,9.06,Home Loans
603,3,19739857,poor,falling,-8,8,86,-52,-35,-1,8.02,Home Loans
747,8,39153074,good,stable,-1,40,55,21,-6,109,8.59,Home Loans
519,14,64279610,excellent,rising,23,83,59,86,50,183,9.33,Fixed Deposits
860,5,90613375,good,rising,86,-5,58,1,37,177,9.27,Home Loans
609,16,38275816,excellent,rising,-1,85,82,59,35,260,10.1,Fixed Deposits
808,19,91378020,excellent,rising,79,77,65,71,43,-23,8.04,Fixed Deposits
878,17,9322710,excellent,stable,79,83,30,93,17,-9,8.3,Home Loans
690,3,71183338,poor,stable,10,15,97,-50,7,79,8.29,Fixed Deposits
406,8,47657051,good,rising,-90,50,69,-8,32,53,8.03,Fixed Deposits
567,13,36650260,excellent,falling,22,62,69,53,-40,166,9.16,Fixed Deposits
813,2,3842935,excellent,rising,88,8,27,94,44,261,10.11,Fixed Deposits
596,0,69908401,excellent,rising,1,-7,63,84,42,183,9.33,Home Loans
722,10,30760632,poor,stable,-10,57,70,-63,-19,35,7.85,Fixed Deposits
766,0,51804824,poor,rising,87,3,57,-63,36,120,8.7,Fixed Deposits
380,11,43881807,excellent,rising,-69,92,95,85,25,228,9.78,Fixed Deposits
717,8,88939883,excellent,stable,3,32,73,53,25,186,9.36,Home Loans
457,4,1346918,good,rising,-91,-10,39,19,50,7,7.57,Fixed Deposits
767,14,73066550,excellent,rising,79,77,70,59,35,183,9.33,Home Loans
747,17,68716110,excellent,stable,-15,79,91,81,4,240,9.9,Home Loans
621,8,76999729,good,rising,-11,47,81,-16,27,128,8.78,Home Loans
465,12,40159982,excellent,rising,-57,78,66,92,37,216,9.66,Home Loans
605,12,21251336,good,rising,-3,69,89,19,44,218,9.68,Home Loans
430,12,60821747,excellent,stable,-53,66,100,59,11,183,9.33,Home Loans
477,9,84793016,good,rising,-78,50,53,-15,34,44,7.94,Home Loans
584,9,16084246,good,falling,24,49,91,24,-33,155,9.05,Home Loans
530,6,38705463,good,falling,-19,39,72,13,-26,79,8.29,Fixed Deposits
506,4,93978398,good,rising,-12,13,85,-17,31,100,8.5,Home Loans
803,19,53080821,excellent,falling,58,82,71,62,-49,224,9.74,Fixed Deposits
373,6,62930586,excellent,stable,-73,38,74,91,18,148,8.98,Fixed Deposits
822,19,77469715,excellent,rising,55,80,53,67,46,64,8.14,Fixed Deposits
749,9,25795099,excellent,stable,17,40,59,96,13,225,9.75,Fixed Deposits
483,9,47478878,excellent,stable,-56,45,73,86,5,153,9.03,Home Loans
770,12,97696528,good,rising,71,84,84,21,50,70,8.2,Home Loans
562,14,52920074,excellent,rising,-8,99,99,60,36,286,10.36,Fixed Deposits
831,5,30980161,excellent,rising,93,-7,63,77,28,254,10.04,Fixed Deposits
697,19,84363422,poor,rising,12,55,69,-95,35,76,8.26,Home Loans
515,11,77347315,good,rising,-4,72,95,7,44,214,9.64,Home Loans
697,18,27636038,excellent,stable,-17,75,63,63,-18,166,9.16,Fixed Deposits
747,10,38284443,excellent,rising,-8,58,88,96,26,260,10.1,Home Loans
784,5,36197880,excellent,rising,70,-13,58,78,42,235,9.85,Fixed Deposits
570,0,73113228,excellent,rising,-11,18,83,88,42,220,9.7,Fixed Deposits
657,1,463343,poor,falling,-17,-11,44,-86,-49,-119,8.51,Fixed Deposits
815,14,85892922,excellent,rising,91,81,52,97,47,236,9.86,Fixed Deposits
